Academic Year	Aggregate Level	County Code	District Code	School Code	County Name	District Name	School Name	Charter School	DASS	Reporting Category	Cumulative Enrollment	Homeless Student Enrollment	Temporarily Doubled Up	Temporary Shelters	Hotels/Motels	Temporarily Unsheltered	Missing/Unknown	Temporarily Doubled Up (percent)	Temporary Shelters (percent)	Hotels/Motels (percent)	Temporarily Unsheltered (percent)	Missing/Unknown (percent)
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	GR09	119	16	4	0	0	12	0	25.0	0.0	0.0	75.0	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	GR09	119	16	4	0	0	12	0	25.0	0.0	0.0	75.0	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	GR09	119	16	4	0	0	12	0	25.0	0.0	0.0	75.0	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	GR10	124	11	5	2	0	4	0	45.5	18.2	0.0	36.4	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	GR10	124	11	5	2	0	4	0	45.5	18.2	0.0	36.4	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	GR10	124	11	5	2	0	4	0	45.5	18.2	0.0	36.4	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	GR10	124	11	5	2	0	4	0	45.5	18.2	0.0	36.4	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	GR11	101	10	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	GR11	98	10	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	GR11	12	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	GR11	101	10	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	GR11	98	10	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	GR11	12	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	GR12	114	7	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	GR12	103	6	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	GR12	18	3	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	GR12	114	7	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	GR12	103	6	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	GR12	18	3	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	GRKN	104	11	4	0	0	7	0	36.4	0.0	0.0	63.6	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	GRKN	104	11	4	0	0	7	0	36.4	0.0	0.0	63.6	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	GRKN	104	11	4	0	0	7	0	36.4	0.0	0.0	63.6	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	GRKN	104	11	4	0	0	7	0	36.4	0.0	0.0	63.6	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	GRTK	49	4	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	GRTK	49	4	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	GRTK	49	4	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	GRTK	49	4	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	RA	19	3	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	RA	19	3	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	RA	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	RA	19	3	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	RA	19	3	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	RA	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	RB	3	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	RB	3	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	RB	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	RB	3	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	RB	3	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	RB	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	RD	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	RD	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	RD	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	RD	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	RD	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	RD	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	RF	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	RF	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	RF	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	RF	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	RF	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	RF	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	RH	1359	178	61	6	5	106	0	34.3	3.4	2.8	59.6	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	RH	1349	177	61	6	5	105	0	34.5	3.4	2.8	59.3	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	RH	26	4	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	RH	1359	178	61	6	5	106	0	34.3	3.4	2.8	59.6	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	RH	1349	177	61	6	5	105	0	34.5	3.4	2.8	59.3	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	RH	26	4	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	RI	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	RI	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	RI	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	RI	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	RI	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	RI	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	RP	2	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	RP	2	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	RP	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	RP	2	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	RP	2	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	RP	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	RT	3	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	RT	3	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	RT	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	RT	3	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	RT	3	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	RT	0	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	RW	41	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	RW	37	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	RW	4	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	RW	41	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	RW	37	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	RW	4	0	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	SD	219	16	10	0	0	6	0	62.5	0.0	0.0	37.5	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	SD	216	16	10	0	0	6	0	62.5	0.0	0.0	37.5	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	SD	6	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	SD	219	16	10	0	0	6	0	62.5	0.0	0.0	37.5	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	SD	216	16	10	0	0	6	0	62.5	0.0	0.0	37.5	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	SD	6	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	SE	828	142	46	4	3	89	0	32.4	2.8	2.1	62.7	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	SE	826	142	46	4	3	89	0	32.4	2.8	2.1	62.7	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	SE	6	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	SE	828	142	46	4	3	89	0	32.4	2.8	2.1	62.7	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	SE	826	142	46	4	3	89	0	32.4	2.8	2.1	62.7	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	SE	6	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	SM	200	103	14	1	2	86	0	13.6	1.0	1.9	83.5	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	SM	200	103	14	1	2	86	0	13.6	1.0	1.9	83.5	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	SM	2	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	SM	200	103	14	1	2	86	0	13.6	1.0	1.9	83.5	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	SM	200	103	14	1	2	86	0	13.6	1.0	1.9	83.5	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	SM	2	1	*	*	*	*	*	*	*	*	*	*
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	All	TA	1429	183	65	6	6	106	0	35.5	3.3	3.3	57.9	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	No 	TA	1415	182	65	6	6	105	0	35.7	3.3	3.3	57.7	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	All	Yes	TA	30	4	2	0	0	2	0	50.0	0.0	0.0	50.0	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	All	TA	1429	183	65	6	6	106	0	35.5	3.3	3.3	57.9	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	No 	TA	1415	182	65	6	6	105	0	35.7	3.3	3.3	57.7	0.0
2023-24	D	06	61622	NULL	Colusa	Williams Unified	NULL	No 	Yes	TA	30	4	2	0	0	2	0	50.0	0.0	0.0	50.0	0.0
2023-24	S	06	10066	0136580	Colusa	Colusa County Office of Education	Coastal Buttes Academy	No 	Yes	TA	15	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2023-24	S	06	10066	0000001	Colusa	Colusa County Office of Education	Nonpublic, Nonsectarian Schools	No 	No 	TA	7	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2023-24	S	06	10066	0630111	Colusa	Colusa County Office of Education	S. William Abel Academy	No 	Yes	TA	50	11	7	0	4	0	0	63.6	0.0	36.4	0.0	0.0
2023-24	S	06	61598	0630012	Colusa	Colusa Unified	Colusa Alternative High (Continuation)	No 	Yes	TA	40	1	0	0	1	0	0	0.0	0.0	100.0	0.0	0.0
2023-24	S	06	61598	0630046	Colusa	Colusa Unified	Colusa Alternative Home	No 	No 	TA	54	3	2	0	1	0	0	66.7	0.0	33.3	0.0	0.0
2023-24	S	06	61598	0631259	Colusa	Colusa Unified	Colusa High	No 	No 	TA	489	16	12	4	0	0	0	75.0	25.0	0.0	0.0	0.0
2023-24	S	06	61598	6057152	Colusa	Colusa Unified	George T. Egling Middle	No 	No 	TA	546	28	17	9	2	0	0	60.7	32.1	7.1	0.0	0.0
2023-24	S	06	61598	6003495	Colusa	Colusa Unified	James M. Burchfield Primary	No 	No 	TA	482	34	32	1	0	1	0	94.1	2.9	0.0	2.9	0.0
2023-24	S	06	61606	6003503	Colusa	Maxwell Unified	Maxwell Elementary	No 	No 	TA	149	47	30	17	0	0	0	63.8	36.2	0.0	0.0	0.0
2023-24	S	06	61606	0133223	Colusa	Maxwell Unified	Maxwell Middle	No 	No 	TA	102	23	13	10	0	0	0	56.5	43.5	0.0	0.0	0.0
2023-24	S	06	61606	0634758	Colusa	Maxwell Unified	Maxwell Sr High	No 	No 	TA	119	24	12	11	0	1	0	50.0	45.8	0.0	4.2	0.0
2023-24	S	06	61614	0630087	Colusa	Pierce Joint Unified	Arbuckle Alternative High (Continuation)	No 	Yes	TA	18	3	3	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2023-24	S	06	61614	6003511	Colusa	Pierce Joint Unified	Arbuckle Elementary	No 	No 	TA	628	48	42	6	0	0	0	87.5	12.5	0.0	0.0	0.0
2023-24	S	06	61614	6003537	Colusa	Pierce Joint Unified	Grand Island Elementary	No 	No 	TA	47	9	9	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2023-24	S	06	61614	6103576	Colusa	Pierce Joint Unified	Lloyd G. Johnson Junior High	No 	No 	TA	345	17	17	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2023-24	S	06	61614	0635250	Colusa	Pierce Joint Unified	Pierce High	No 	No 	TA	520	31	30	0	1	0	0	96.8	0.0	3.2	0.0	0.0
2023-24	S	06	61622	0630038	Colusa	Williams Unified	Mid Valley High (Continuation)	No 	Yes	TA	30	2	1	0	0	1	0	50.0	0.0	0.0	50.0	0.0
2023-24	S	06	61622	0637504	Colusa	Williams Unified	Williams Junior/Senior High	No 	No 	TA	658	68	23	4	0	41	0	33.8	5.9	0.0	60.3	0.0
2023-24	S	06	61622	6003552	Colusa	Williams Unified	Williams Primary Elementary	No 	No 	TA	457	64	21	1	2	40	0	32.8	1.6	3.1	62.5	0.0
2023-24	S	06	61622	0118729	Colusa	Williams Unified	Williams Upper Elementary	No 	No 	TA	300	49	20	1	4	24	0	40.8	2.0	8.2	49.0	0.0
2023-24	C	07			Contra Costa			All	All	GF	85390	1663	1292	186	102	83	0	77.7	11.2	6.1	5.0	0.0
2023-24	C	07			Contra Costa			All	No 	GF	84700	1572	1228	173	100	71	0	78.1	11.0	6.4	4.5	0.0
2023-24	C	07			Contra Costa			All	Yes	GF	1232	157	108	24	4	21	0	68.8	15.3	2.5	13.4	0.0
2023-24	C	07			Contra Costa			No 	All	GF	78901	1579	1221	181	100	77	0	77.3	11.5	6.3	4.9	0.0
2023-24	C	07			Contra Costa			No 	No 	GF	78243	1491	1157	168	97	69	0	77.6	11.3	6.5	4.6	0.0
2023-24	C	07			Contra Costa			No 	Yes	GF	1155	146	104	21	4	17	0	71.2	14.4	2.7	11.6	0.0
2023-24	C	07			Contra Costa			Yes	All	GF	6815	102	83	9	4	6	0	81.4	8.8	3.9	5.9	0.0
2023-24	C	07			Contra Costa			Yes	No 	GF	6738	91	79	6	4	2	0	86.8	6.6	4.4	2.2	0.0
2023-24	C	07			Contra Costa			Yes	Yes	GF	81	11	4	3	0	4	0	36.4	27.3	0.0	36.4	0.0
2023-24	C	07			Contra Costa			All	All	GM	90182	1708	1312	212	107	77	0	76.8	12.4	6.3	4.5	0.0
2023-24	C	07			Contra Costa			All	No 	GM	89227	1643	1253	209	107	74	0	76.3	12.7	6.5	4.5	0.0
2023-24	C	07			Contra Costa			All	Yes	GM	1694	135	110	11	4	10	0	81.5	8.1	3.0	7.4	0.0
2023-24	C	07			Contra Costa			No 	All	GM	83825	1639	1249	211	107	72	0	76.2	12.9	6.5	4.4	0.0
2023-24	C	07			Contra Costa			No 	No 	GM	82915	1573	1189	208	107	69	0	75.6	13.2	6.8	4.4	0.0
2023-24	C	07			Contra Costa			No 	Yes	GM	1589	131	108	9	4	10	0	82.4	6.9	3.1	7.6	0.0
2023-24	C	07			Contra Costa			Yes	All	GM	6761	88	76	3	3	6	0	86.4	3.4	3.4	6.8	0.0
2023-24	C	07			Contra Costa			Yes	No 	GM	6640	80	72	1	2	5	0	90.0	1.3	2.5	6.3	0.0
2023-24	C	07			Contra Costa			Yes	Yes	GM	128	8	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			All	All	GR01	11855	200	146	23	17	14	0	73.0	11.5	8.5	7.0	0.0
2023-24	C	07			Contra Costa			All	No 	GR01	11849	200	146	23	17	14	0	73.0	11.5	8.5	7.0	0.0
2023-24	C	07			Contra Costa			All	Yes	GR01	9	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			No 	All	GR01	11148	189	135	23	17	14	0	71.4	12.2	9.0	7.4	0.0
2023-24	C	07			Contra Costa			No 	No 	GR01	11142	189	135	23	17	14	0	71.4	12.2	9.0	7.4	0.0
2023-24	C	07			Contra Costa			No 	Yes	GR01	9	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			Yes	All	GR01	746	12	12	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2023-24	C	07			Contra Costa			Yes	No 	GR01	746	12	12	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2023-24	C	07			Contra Costa			All	All	GR02	12661	196	153	20	16	7	0	78.1	10.2	8.2	3.6	0.0
2023-24	C	07			Contra Costa			All	No 	GR02	12655	196	153	20	16	7	0	78.1	10.2	8.2	3.6	0.0
2023-24	C	07			Contra Costa			All	Yes	GR02	11	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			No 	All	GR02	11930	181	138	20	16	7	0	76.2	11.0	8.8	3.9	0.0
2023-24	C	07			Contra Costa			No 	No 	GR02	11924	181	138	20	16	7	0	76.2	11.0	8.8	3.9	0.0
2023-24	C	07			Contra Costa			No 	Yes	GR02	11	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			Yes	All	GR02	772	17	17	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2023-24	C	07			Contra Costa			Yes	No 	GR02	772	17	17	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2023-24	C	07			Contra Costa			All	All	GR03	12510	221	175	22	17	7	0	79.2	10.0	7.7	3.2	0.0
2023-24	C	07			Contra Costa			All	No 	GR03	12499	221	175	22	17	7	0	79.2	10.0	7.7	3.2	0.0
2023-24	C	07			Contra Costa			All	Yes	GR03	12	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			No 	All	GR03	11770	207	161	22	17	7	0	77.8	10.6	8.2	3.4	0.0
2023-24	C	07			Contra Costa			No 	No 	GR03	11759	207	161	22	17	7	0	77.8	10.6	8.2	3.4	0.0
2023-24	C	07			Contra Costa			No 	Yes	GR03	12	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			Yes	All	GR03	786	15	15	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2023-24	C	07			Contra Costa			Yes	No 	GR03	786	15	15	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2023-24	C	07			Contra Costa			All	All	GR04	13075	200	156	25	14	5	0	78.0	12.5	7.0	2.5	0.0
2023-24	C	07			Contra Costa			All	No 	GR04	13071	200	156	25	14	5	0	78.0	12.5	7.0	2.5	0.0
2023-24	C	07			Contra Costa			All	Yes	GR04	8	1	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			No 	All	GR04	12360	188	148	22	13	5	0	78.7	11.7	6.9	2.7	0.0
2023-24	C	07			Contra Costa			No 	No 	GR04	12356	188	148	22	13	5	0	78.7	11.7	6.9	2.7	0.0
2023-24	C	07			Contra Costa			No 	Yes	GR04	8	1	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			Yes	All	GR04	751	13	9	3	1	0	0	69.2	23.1	7.7	0.0	0.0
2023-24	C	07			Contra Costa			Yes	No 	GR04	751	13	9	3	1	0	0	69.2	23.1	7.7	0.0	0.0
2023-24	C	07			Contra Costa			All	All	GR05	12878	233	167	29	28	9	0	71.7	12.4	12.0	3.9	0.0
2023-24	C	07			Contra Costa			All	No 	GR05	12873	233	167	29	28	9	0	71.7	12.4	12.0	3.9	0.0
2023-24	C	07			Contra Costa			All	Yes	GR05	6	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			No 	All	GR05	12113	223	158	29	28	8	0	70.9	13.0	12.6	3.6	0.0
2023-24	C	07			Contra Costa			No 	No 	GR05	12108	223	158	29	28	8	0	70.9	13.0	12.6	3.6	0.0
2023-24	C	07			Contra Costa			No 	Yes	GR05	6	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			Yes	All	GR05	793	11	9	0	1	1	0	81.8	0.0	9.1	9.1	0.0
2023-24	C	07			Contra Costa			Yes	No 	GR05	793	11	9	0	1	1	0	81.8	0.0	9.1	9.1	0.0
2023-24	C	07			Contra Costa			All	All	GR06	13071	211	156	33	12	10	0	73.9	15.6	5.7	4.7	0.0
2023-24	C	07			Contra Costa			All	No 	GR06	13061	211	156	33	12	10	0	73.9	15.6	5.7	4.7	0.0
2023-24	C	07			Contra Costa			All	Yes	GR06	15	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			No 	All	GR06	12329	207	153	33	12	9	0	73.9	15.9	5.8	4.3	0.0
2023-24	C	07			Contra Costa			No 	No 	GR06	12319	207	153	33	12	9	0	73.9	15.9	5.8	4.3	0.0
2023-24	C	07			Contra Costa			No 	Yes	GR06	15	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			Yes	All	GR06	783	5	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			Yes	No 	GR06	783	5	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			All	All	GR07	13224	224	171	24	18	11	0	76.3	10.7	8.0	4.9	0.0
2023-24	C	07			Contra Costa			All	No 	GR07	13215	224	171	24	18	11	0	76.3	10.7	8.0	4.9	0.0
2023-24	C	07			Contra Costa			All	Yes	GR07	30	2	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			No 	All	GR07	12205	213	161	24	17	11	0	75.6	11.3	8.0	5.2	0.0
2023-24	C	07			Contra Costa			No 	No 	GR07	12196	213	161	24	17	11	0	75.6	11.3	8.0	5.2	0.0
2023-24	C	07			Contra Costa			No 	Yes	GR07	21	2	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			Yes	All	GR07	1074	12	11	0	1	0	0	91.7	0.0	8.3	0.0	0.0
2023-24	C	07			Contra Costa			Yes	No 	GR07	1065	12	11	0	1	0	0	91.7	0.0	8.3	0.0	0.0
2023-24	C	07			Contra Costa			Yes	Yes	GR07	9	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			All	All	GR08	13272	241	191	26	17	7	0	79.3	10.8	7.1	2.9	0.0
2023-24	C	07			Contra Costa			All	No 	GR08	13256	241	191	26	17	7	0	79.3	10.8	7.1	2.9	0.0
2023-24	C	07			Contra Costa			All	Yes	GR08	33	2	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			No 	All	GR08	12234	230	182	26	17	5	0	79.1	11.3	7.4	2.2	0.0
2023-24	C	07			Contra Costa			No 	No 	GR08	12221	230	182	26	17	5	0	79.1	11.3	7.4	2.2	0.0
2023-24	C	07			Contra Costa			No 	Yes	GR08	20	0	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			Yes	All	GR08	1085	15	11	1	1	2	0	73.3	6.7	6.7	13.3	0.0
2023-24	C	07			Contra Costa			Yes	No 	GR08	1072	13	10	0	1	2	0	76.9	0.0	7.7	15.4	0.0
2023-24	C	07			Contra Costa			Yes	Yes	GR08	13	2	*	*	*	*	*	*	*	*	*	*
2023-24	C	07			Contra Costa			All	All	GR09	13747	275	196	45	17	17	0	71.3	16.4	6.2	6.2	0.0
