Academic Year	Aggregate Level	County Code	District Code	School Code	County Name	District Name	School Name	Charter School	DASS	Reporting Category	Cumulative Enrollment	Homeless Student Enrollment	Temporarily Doubled Up	Temporary Shelters	Hotels/Motels	Temporarily Unsheltered	Missing/Unknown	Temporarily Doubled Up (percent)	Temporary Shelters (percent)	Hotels/Motels (percent)	Temporarily Unsheltered (percent)	Missing/Unknown (percent)
2023-24	T	00			State			Yes	Yes	GR01	392	23	12	3	5	3	0	52.2	13.0	21.7	13.0	0.0
2023-24	T	00			State			All	All	GR02	425596	21526	18180	1360	1261	725	0	84.5	6.3	5.9	3.4	0.0
2023-24	T	00			State			All	No 	GR02	424199	21453	18133	1347	1252	721	0	84.5	6.3	5.8	3.4	0.0
2023-24	T	00			State			All	Yes	GR02	1820	121	77	22	17	5	0	63.6	18.2	14.0	4.1	0.0
2023-24	T	00			State			No 	All	GR02	379404	20487	17348	1276	1198	665	0	84.7	6.2	5.8	3.2	0.0
2023-24	T	00			State			No 	No 	GR02	378265	20426	17309	1263	1191	663	0	84.7	6.2	5.8	3.2	0.0
2023-24	T	00			State			No 	Yes	GR02	1436	96	60	20	14	2	0	62.5	20.8	14.6	2.1	0.0
2023-24	T	00			State			Yes	All	GR02	49567	1483	1126	160	106	91	0	75.9	10.8	7.1	6.1	0.0
2023-24	T	00			State			Yes	No 	GR02	49203	1458	1109	158	103	88	0	76.1	10.8	7.1	6.0	0.0
2023-24	T	00			State			Yes	Yes	GR02	384	25	17	2	3	3	0	68.0	8.0	12.0	12.0	0.0
2023-24	T	00			State			All	All	GR03	426928	21532	18215	1316	1230	771	0	84.6	6.1	5.7	3.6	0.0
2023-24	T	00			State			All	No 	GR03	425586	21466	18174	1303	1220	769	0	84.7	6.1	5.7	3.6	0.0
2023-24	T	00			State			All	Yes	GR03	1751	117	72	23	19	3	0	61.5	19.7	16.2	2.6	0.0
2023-24	T	00			State			No 	All	GR03	381693	20515	17411	1229	1163	712	0	84.9	6.0	5.7	3.5	0.0
2023-24	T	00			State			No 	No 	GR03	380614	20455	17373	1217	1155	710	0	84.9	5.9	5.6	3.5	0.0
2023-24	T	00			State			No 	Yes	GR03	1344	98	60	21	15	2	0	61.2	21.4	15.3	2.0	0.0
2023-24	T	00			State			Yes	All	GR03	48627	1392	1070	127	120	75	0	76.9	9.1	8.6	5.4	0.0
2023-24	T	00			State			Yes	No 	GR03	48245	1375	1059	125	117	74	0	77.0	9.1	8.5	5.4	0.0
2023-24	T	00			State			Yes	Yes	GR03	409	19	12	2	4	1	0	63.2	10.5	21.1	5.3	0.0
2023-24	T	00			State			All	All	GR04	436323	22152	18794	1343	1260	755	0	84.8	6.1	5.7	3.4	0.0
2023-24	T	00			State			All	No 	GR04	435026	22083	18755	1326	1248	754	0	84.9	6.0	5.7	3.4	0.0
2023-24	T	00			State			All	Yes	GR04	1710	123	76	24	16	7	0	61.8	19.5	13.0	5.7	0.0
2023-24	T	00			State			No 	All	GR04	391065	21105	17935	1267	1201	702	0	85.0	6.0	5.7	3.3	0.0
2023-24	T	00			State			No 	No 	GR04	390033	21045	17901	1251	1192	701	0	85.1	5.9	5.7	3.3	0.0
2023-24	T	00			State			No 	Yes	GR04	1321	100	61	21	13	5	0	61.0	21.0	13.0	5.0	0.0
2023-24	T	00			State			Yes	All	GR04	48737	1434	1133	123	95	83	0	79.0	8.6	6.6	5.8	0.0
2023-24	T	00			State			Yes	No 	GR04	48369	1412	1118	121	92	81	0	79.2	8.6	6.5	5.7	0.0
2023-24	T	00			State			Yes	Yes	GR04	389	23	15	3	3	2	0	65.2	13.0	13.0	8.7	0.0
2023-24	T	00			State			All	All	GR05	440110	22164	18666	1367	1381	749	1	84.2	6.2	6.2	3.4	0.0
2023-24	T	00			State			All	No 	GR05	438745	22095	18620	1354	1372	748	1	84.3	6.1	6.2	3.4	0.0
2023-24	T	00			State			All	Yes	GR05	1890	131	86	26	17	2	0	65.6	19.8	13.0	1.5	0.0
2023-24	T	00			State			No 	All	GR05	394412	21153	17865	1275	1317	695	1	84.5	6.0	6.2	3.3	0.0
2023-24	T	00			State			No 	No 	GR05	393360	21097	17829	1262	1311	694	1	84.5	6.0	6.2	3.3	0.0
2023-24	T	00			State			No 	Yes	GR05	1392	96	56	26	12	2	0	58.3	27.1	12.5	2.1	0.0
2023-24	T	00			State			Yes	All	GR05	49114	1364	1079	121	97	67	0	79.1	8.9	7.1	4.9	0.0
2023-24	T	00			State			Yes	No 	GR05	48649	1331	1051	121	92	67	0	79.0	9.1	6.9	5.0	0.0
2023-24	T	00			State			Yes	Yes	GR05	499	36	31	0	5	0	0	86.1	0.0	13.9	0.0	0.0
2023-24	T	00			State			All	All	GR06	443153	21154	17888	1269	1248	749	0	84.6	6.0	5.9	3.5	0.0
2023-24	T	00			State			All	No 	GR06	441588	21063	17823	1259	1237	744	0	84.6	6.0	5.9	3.5	0.0
2023-24	T	00			State			All	Yes	GR06	2573	207	153	17	26	11	0	73.9	8.2	12.6	5.3	0.0
2023-24	T	00			State			No 	All	GR06	390263	20015	17003	1170	1170	672	0	85.0	5.8	5.8	3.4	0.0
2023-24	T	00			State			No 	No 	GR06	389235	19965	16972	1161	1162	670	0	85.0	5.8	5.8	3.4	0.0
2023-24	T	00			State			No 	Yes	GR06	1621	118	81	13	19	5	0	68.6	11.0	16.1	4.2	0.0
2023-24	T	00			State			Yes	All	GR06	57897	1598	1221	144	128	105	0	76.4	9.0	8.0	6.6	0.0
2023-24	T	00			State			Yes	No 	GR06	57018	1513	1151	141	122	99	0	76.1	9.3	8.1	6.5	0.0
2023-24	T	00			State			Yes	Yes	GR06	958	89	72	4	7	6	0	80.9	4.5	7.9	6.7	0.0
2023-24	T	00			State			All	All	GR07	450328	20088	16769	1307	1261	751	0	83.5	6.5	6.3	3.7	0.0
2023-24	T	00			State			All	No 	GR07	448052	19954	16681	1280	1250	743	0	83.6	6.4	6.3	3.7	0.0
2023-24	T	00			State			All	Yes	GR07	5143	509	359	67	55	28	0	70.5	13.2	10.8	5.5	0.0
2023-24	T	00			State			No 	All	GR07	394308	18863	15828	1190	1169	676	0	83.9	6.3	6.2	3.6	0.0
2023-24	T	00			State			No 	No 	GR07	393021	18783	15782	1166	1162	673	0	84.0	6.2	6.2	3.6	0.0
2023-24	T	00			State			No 	Yes	GR07	2923	312	204	53	39	16	0	65.4	17.0	12.5	5.1	0.0
2023-24	T	00			State			Yes	All	GR07	62764	1834	1388	177	155	114	0	75.7	9.7	8.5	6.2	0.0
2023-24	T	00			State			Yes	No 	GR07	60712	1644	1237	164	140	103	0	75.2	10.0	8.5	6.3	0.0
2023-24	T	00			State			Yes	Yes	GR07	2266	209	164	16	17	12	0	78.5	7.7	8.1	5.7	0.0
2023-24	T	00			State			All	All	GR08	452527	20378	16952	1324	1299	803	0	83.2	6.5	6.4	3.9	0.0
2023-24	T	00			State			All	No 	GR08	449275	20146	16793	1291	1279	783	0	83.4	6.4	6.3	3.9	0.0
2023-24	T	00			State			All	Yes	GR08	7686	767	544	91	84	48	0	70.9	11.9	11.0	6.3	0.0
2023-24	T	00			State			No 	All	GR08	396258	19085	15958	1236	1198	693	0	83.6	6.5	6.3	3.6	0.0
2023-24	T	00			State			No 	No 	GR08	394498	18936	15855	1209	1188	684	0	83.7	6.4	6.3	3.6	0.0
2023-24	T	00			State			No 	Yes	GR08	4299	477	330	75	50	22	0	69.2	15.7	10.5	4.6	0.0
2023-24	T	00			State			Yes	All	GR08	63057	1925	1467	145	163	150	0	76.2	7.5	8.5	7.8	0.0
2023-24	T	00			State			Yes	No 	GR08	59853	1644	1260	129	130	125	0	76.6	7.8	7.9	7.6	0.0
2023-24	T	00			State			Yes	Yes	GR08	3522	312	228	19	37	28	0	73.1	6.1	11.9	9.0	0.0
2023-24	T	00			State			All	All	GR09	494156	22090	17777	1855	1464	994	0	80.5	8.4	6.6	4.5	0.0
2023-24	T	00			State			All	No 	GR09	451798	18857	15465	1373	1246	773	0	82.0	7.3	6.6	4.1	0.0
2023-24	T	00			State			All	Yes	GR09	54159	4430	3207	601	337	285	0	72.4	13.6	7.6	6.4	0.0
2023-24	T	00			State			No 	All	GR09	411663	18228	14975	1348	1189	716	0	82.2	7.4	6.5	3.9	0.0
2023-24	T	00			State			No 	No 	GR09	407715	17688	14560	1283	1159	686	0	82.3	7.3	6.6	3.9	0.0
2023-24	T	00			State			No 	Yes	GR09	8399	1126	838	136	96	56	0	74.4	12.1	8.5	5.0	0.0
2023-24	T	00			State			Yes	All	GR09	96670	5064	3726	620	380	338	0	73.6	12.2	7.5	6.7	0.0
2023-24	T	00			State			Yes	No 	GR09	50924	1680	1285	154	130	111	0	76.5	9.2	7.7	6.6	0.0
2023-24	T	00			State			Yes	Yes	GR09	46730	3449	2480	477	259	233	0	71.9	13.8	7.5	6.8	0.0
2023-24	T	00			State			All	All	GR10	499353	22207	17415	2212	1420	1160	0	78.4	10.0	6.4	5.2	0.0
2023-24	T	00			State			All	No 	GR10	464813	18977	15574	1389	1205	809	0	82.1	7.3	6.3	4.3	0.0
2023-24	T	00			State			All	Yes	GR10	54245	5076	3234	993	373	476	0	63.7	19.6	7.3	9.4	0.0
2023-24	T	00			State			No 	All	GR10	426506	18718	15392	1382	1172	772	0	82.2	7.4	6.3	4.1	0.0
2023-24	T	00			State			No 	No 	GR10	419889	17923	14742	1316	1133	732	0	82.3	7.3	6.3	4.1	0.0
2023-24	T	00			State			No 	Yes	GR10	15048	1869	1434	175	145	115	0	76.7	9.4	7.8	6.2	0.0
2023-24	T	00			State			Yes	All	GR10	89849	4766	3016	947	336	467	0	63.3	19.9	7.0	9.8	0.0
2023-24	T	00			State			Yes	No 	GR10	51004	1482	1165	111	102	104	0	78.6	7.5	6.9	7.0	0.0
2023-24	T	00			State			Yes	Yes	GR10	40380	3372	1921	837	242	372	0	57.0	24.8	7.2	11.0	0.0
2023-24	T	00			State			All	All	GR11	481822	21042	17351	1588	1157	946	0	82.5	7.5	5.5	4.5	0.0
2023-24	T	00			State			All	No 	GR11	453880	18370	15247	1359	1010	754	0	83.0	7.4	5.5	4.1	0.0
2023-24	T	00			State			All	Yes	GR11	56997	5606	4477	466	308	355	0	79.9	8.3	5.5	6.3	0.0
2023-24	T	00			State			No 	All	GR11	425527	19180	15970	1413	1029	768	0	83.3	7.4	5.4	4.0	0.0
2023-24	T	00			State			No 	No 	GR11	409331	17329	14430	1289	933	677	0	83.3	7.4	5.4	3.9	0.0
2023-24	T	00			State			No 	Yes	GR11	33685	3995	3268	314	210	203	0	81.8	7.9	5.3	5.1	0.0
2023-24	T	00			State			Yes	All	GR11	72567	3160	2407	277	219	257	0	76.2	8.8	6.9	8.1	0.0
2023-24	T	00			State			Yes	No 	GR11	49430	1403	1094	102	107	100	0	78.0	7.3	7.6	7.1	0.0
2023-24	T	00			State			Yes	Yes	GR11	24849	1841	1383	177	119	162	0	75.1	9.6	6.5	8.8	0.0
2023-24	T	00			State			All	All	GR12	514526	24320	19892	1920	1259	1249	0	81.8	7.9	5.2	5.1	0.0
2023-24	T	00			State			All	No 	GR12	458417	18205	15025	1363	942	875	0	82.5	7.5	5.2	4.8	0.0
2023-24	T	00			State			All	Yes	GR12	80228	8780	6986	790	468	536	0	79.6	9.0	5.3	6.1	0.0
2023-24	T	00			State			No 	All	GR12	455604	21607	17864	1599	1113	1031	0	82.7	7.4	5.2	4.8	0.0
2023-24	T	00			State			No 	No 	GR12	414923	17135	14144	1313	876	802	0	82.5	7.7	5.1	4.7	0.0
2023-24	T	00			State			No 	Yes	GR12	55553	6472	5291	473	360	348	0	81.8	7.3	5.6	5.4	0.0
2023-24	T	00			State			Yes	All	GR12	70726	3800	2908	406	200	286	0	76.5	10.7	5.3	7.5	0.0
2023-24	T	00			State			Yes	No 	GR12	45752	1265	1034	65	80	86	0	81.7	5.1	6.3	6.8	0.0
2023-24	T	00			State			Yes	Yes	GR12	26469	2611	1931	345	127	208	0	74.0	13.2	4.9	8.0	0.0
2023-24	T	00			State			All	All	GRKN	384937	19885	16999	1264	1031	591	0	85.5	6.4	5.2	3.0	0.0
2023-24	T	00			State			All	No 	GRKN	383634	19840	16969	1254	1028	589	0	85.5	6.3	5.2	3.0	0.0
2023-24	T	00			State			All	Yes	GRKN	1756	107	72	19	12	4	0	67.3	17.8	11.2	3.7	0.0
2023-24	T	00			State			No 	All	GRKN	342022	18827	16116	1194	969	548	0	85.6	6.3	5.1	2.9	0.0
2023-24	T	00			State			No 	No 	GRKN	340950	18785	16089	1184	966	546	0	85.6	6.3	5.1	2.9	0.0
2023-24	T	00			State			No 	Yes	GRKN	1405	93	61	18	11	3	0	65.6	19.4	11.8	3.2	0.0
2023-24	T	00			State			Yes	All	GRKN	46300	1421	1153	118	90	60	0	81.1	8.3	6.3	4.2	0.0
2023-24	T	00			State			Yes	No 	GRKN	45976	1409	1143	117	90	59	0	81.1	8.3	6.4	4.2	0.0
2023-24	T	00			State			Yes	Yes	GRKN	352	14	11	1	1	1	0	78.6	7.1	7.1	7.1	0.0
2023-24	T	00			State			All	All	GRTK	165586	7758	6667	506	372	213	0	85.9	6.5	4.8	2.7	0.0
2023-24	T	00			State			All	No 	GRTK	165016	7743	6654	506	371	212	0	85.9	6.5	4.8	2.7	0.0
2023-24	T	00			State			All	Yes	GRTK	698	24	18	4	1	1	0	75.0	16.7	4.2	4.2	0.0
2023-24	T	00			State			No 	All	GRTK	147796	7332	6310	469	349	204	0	86.1	6.4	4.8	2.8	0.0
2023-24	T	00			State			No 	No 	GRTK	147322	7320	6300	469	348	203	0	86.1	6.4	4.8	2.8	0.0
2023-24	T	00			State			No 	Yes	GRTK	581	20	15	3	1	1	0	75.0	15.0	5.0	5.0	0.0
2023-24	T	00			State			Yes	All	GRTK	18756	503	409	46	32	16	0	81.3	9.1	6.4	3.2	0.0
2023-24	T	00			State			Yes	No 	GRTK	18642	499	406	45	32	16	0	81.4	9.0	6.4	3.2	0.0
2023-24	T	00			State			Yes	Yes	GRTK	117	4	*	*	*	*	*	*	*	*	*	*
2023-24	T	00			State			All	All	GX	6002	324	235	38	31	20	0	72.5	11.7	9.6	6.2	0.0
2023-24	T	00			State			All	No 	GX	5341	264	194	30	27	13	0	73.5	11.4	10.2	4.9	0.0
2023-24	T	00			State			All	Yes	GX	942	87	60	12	7	8	0	69.0	13.8	8.0	9.2	0.0
2023-24	T	00			State			No 	All	GX	4475	252	185	30	25	12	0	73.4	11.9	9.9	4.8	0.0
2023-24	T	00			State			No 	No 	GX	4254	225	164	27	24	10	0	72.9	12.0	10.7	4.4	0.0
2023-24	T	00			State			No 	Yes	GX	337	41	31	6	2	2	0	75.6	14.6	4.9	4.9	0.0
2023-24	T	00			State			Yes	All	GX	1780	96	63	10	9	14	0	65.6	10.4	9.4	14.6	0.0
2023-24	T	00			State			Yes	No 	GX	1185	48	34	4	3	7	0	70.8	8.3	6.3	14.6	0.0
2023-24	T	00			State			Yes	Yes	GX	636	50	30	6	6	8	0	60.0	12.0	12.0	16.0	0.0
2023-24	T	00			State			All	All	GZ	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	T	00			State			All	No 	GZ	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	T	00			State			No 	All	GZ	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	T	00			State			No 	No 	GZ	1	0	*	*	*	*	*	*	*	*	*	*
2023-24	T	00			State			All	All	HUYN	6023851	278022	231863	18941	16634	10583	1	83.4	6.8	6.0	3.8	0.0
2023-24	T	00			State			All	No 	HUYN	5847134	263183	221137	16858	15676	9511	1	84.0	6.4	6.0	3.6	0.0
2023-24	T	00			State			All	Yes	HUYN	272533	23783	17726	2833	1684	1540	0	74.5	11.9	7.1	6.5	0.0
2023-24	T	00			State			No 	All	HUYN	5299875	256291	215826	16332	15172	8960	1	84.2	6.4	5.9	3.5	0.0
2023-24	T	00			State			No 	No 	HUYN	5221371	249115	209951	15787	14732	8644	1	84.3	6.3	5.9	3.5	0.0
2023-24	T	00			State			No 	Yes	HUYN	130492	13046	10396	1099	949	602	0	79.7	8.4	7.3	4.6	0.0
2023-24	T	00			State			Yes	All	HUYN	823409	30147	22422	3409	2212	2104	0	74.4	11.3	7.3	7.0	0.0
2023-24	T	00			State			Yes	No 	HUYN	682182	18993	14764	1631	1442	1156	0	77.7	8.6	7.6	6.1	0.0
2023-24	T	00			State			Yes	Yes	HUYN	147716	11493	7907	1800	808	978	0	68.8	15.7	7.0	8.5	0.0
2023-24	T	00			State			All	All	HUYY	6023851	8831	6992	1033	226	580	0	79.2	11.7	2.6	6.6	0.0
2023-24	T	00			State			All	No 	HUYY	5847134	7559	6021	880	191	467	0	79.7	11.6	2.5	6.2	0.0
2023-24	T	00			State			All	Yes	HUYY	272533	2333	1716	324	64	229	0	73.6	13.9	2.7	9.8	0.0
2023-24	T	00			State			No 	All	HUYY	5299875	8308	6585	982	207	534	0	79.3	11.8	2.5	6.4	0.0
2023-24	T	00			State			No 	No 	HUYY	5221371	7197	5729	854	180	434	0	79.6	11.9	2.5	6.0	0.0
2023-24	T	00			State			No 	Yes	HUYY	130492	1921	1432	260	46	183	0	74.5	13.5	2.4	9.5	0.0
2023-24	T	00			State			Yes	All	HUYY	823409	1102	823	147	33	99	0	74.7	13.3	3.0	9.0	0.0
2023-24	T	00			State			Yes	No 	HUYY	682182	604	478	64	14	48	0	79.1	10.6	2.3	7.9	0.0
2023-24	T	00			State			Yes	Yes	HUYY	147716	534	373	87	21	53	0	69.9	16.3	3.9	9.9	0.0
2023-24	T	00			State			All	All	RA	595658	8862	6626	1093	901	242	0	74.8	12.3	10.2	2.7	0.0
2023-24	T	00			State			All	No 	RA	587327	8400	6335	963	882	220	0	75.4	11.5	10.5	2.6	0.0
2023-24	T	00			State			All	Yes	RA	12783	586	389	144	26	27	0	66.4	24.6	4.4	4.6	0.0
2023-24	T	00			State			No 	All	RA	554841	8193	6187	941	866	199	0	75.5	11.5	10.6	2.4	0.0
2023-24	T	00			State			No 	No 	RA	552504	8122	6131	931	864	196	0	75.5	11.5	10.6	2.4	0.0
2023-24	T	00			State			No 	Yes	RA	3367	133	107	16	6	4	0	80.5	12.0	4.5	3.0	0.0
2023-24	T	00			State			Yes	All	RA	46347	806	550	164	42	50	0	68.2	20.3	5.2	6.2	0.0
2023-24	T	00			State			Yes	No 	RA	37100	351	265	35	23	28	0	75.5	10.0	6.6	8.0	0.0
2023-24	T	00			State			Yes	Yes	RA	9458	460	287	129	20	24	0	62.4	28.0	4.3	5.2	0.0
2023-24	T	00			State			All	All	RB	303380	23013	15691	2882	3116	1324	0	68.2	12.5	13.5	5.8	0.0
2023-24	T	00			State			All	No 	RB	289355	21162	14636	2480	2933	1113	0	69.2	11.7	13.9	5.3	0.0
2023-24	T	00			State			All	Yes	RB	22549	3084	1840	562	380	302	0	59.7	18.2	12.3	9.8	0.0
2023-24	T	00			State			No 	All	RB	254183	20406	14165	2369	2812	1060	0	69.4	11.6	13.8	5.2	0.0
2023-24	T	00			State			No 	No 	RB	248486	19667	13632	2272	2743	1020	0	69.3	11.6	13.9	5.2	0.0
2023-24	T	00			State			No 	Yes	RB	10736	1556	1041	216	198	101	0	66.9	13.9	12.7	6.5	0.0
2023-24	T	00			State			Yes	All	RB	58860	3950	2389	690	524	347	0	60.5	17.5	13.3	8.8	0.0
2023-24	T	00			State			Yes	No 	RB	47068	2357	1543	326	344	144	0	65.5	13.8	14.6	6.1	0.0
2023-24	T	00			State			Yes	Yes	RB	12495	1666	892	370	197	207	0	53.5	22.2	11.8	12.4	0.0
2023-24	T	00			State			All	All	RD	65240	2537	1804	321	273	139	0	71.1	12.7	10.8	5.5	0.0
2023-24	T	00			State			All	No 	RD	63395	2399	1715	300	261	123	0	71.5	12.5	10.9	5.1	0.0
2023-24	T	00			State			All	Yes	RD	2597	232	150	34	24	24	0	64.7	14.7	10.3	10.3	0.0
2023-24	T	00			State			No 	All	RD	53197	2295	1644	294	247	110	0	71.6	12.8	10.8	4.8	0.0
2023-24	T	00			State			No 	No 	RD	52569	2231	1594	285	246	106	0	71.4	12.8	11.0	4.8	0.0
2023-24	T	00			State			No 	Yes	RD	976	119	85	17	9	8	0	71.4	14.3	7.6	6.7	0.0
2023-24	T	00			State			Yes	All	RD	13474	354	235	42	37	40	0	66.4	11.9	10.5	11.3	0.0
2023-24	T	00			State			Yes	No 	RD	11714	238	165	28	21	24	0	69.3	11.8	8.8	10.1	0.0
2023-24	T	00			State			Yes	Yes	RD	1871	124	75	16	17	16	0	60.5	12.9	13.7	12.9	0.0
2023-24	T	00			State			All	All	RF	132555	2866	2563	168	81	54	0	89.4	5.9	2.8	1.9	0.0
2023-24	T	00			State			All	No 	RF	131316	2799	2515	157	77	50	0	89.9	5.6	2.8	1.8	0.0
2023-24	T	00			State			All	Yes	RF	2243	129	102	15	7	5	0	79.1	11.6	5.4	3.9	0.0
2023-24	T	00			State			No 	All	RF	121768	2747	2468	159	77	43	0	89.8	5.8	2.8	1.6	0.0
2023-24	T	00			State			No 	No 	RF	120900	2709	2436	153	77	43	0	89.9	5.6	2.8	1.6	0.0
2023-24	T	00			State			No 	Yes	RF	1258	68	58	8	2	0	0	85.3	11.8	2.9	0.0	0.0
2023-24	T	00			State			Yes	All	RF	11874	167	139	11	4	13	0	83.2	6.6	2.4	7.8	0.0
2023-24	T	00			State			Yes	No 	RF	10958	112	98	5	0	9	0	87.5	4.5	0.0	8.0	0.0
2023-24	T	00			State			Yes	Yes	RF	997	59	45	6	4	4	0	76.3	10.2	6.8	6.8	0.0
2023-24	T	00			State			All	All	RH	3382089	210800	182192	12000	9213	7394	1	86.4	5.7	4.4	3.5	0.0
2023-24	T	00			State			All	No 	RH	3272863	200874	174506	10938	8716	6713	1	86.9	5.4	4.3	3.3	0.0
2023-24	T	00			State			All	Yes	RH	170356	16788	13253	1592	906	1037	0	78.9	9.5	5.4	6.2	0.0
2023-24	T	00			State			No 	All	RH	2996253	197327	171557	10735	8512	6522	1	86.9	5.4	4.3	3.3	0.0
2023-24	T	00			State			No 	No 	RH	2942530	191334	166544	10316	8240	6233	1	87.0	5.4	4.3	3.3	0.0
2023-24	T	00			State			No 	Yes	RH	90087	10618	8735	814	560	509	0	82.3	7.7	5.3	4.8	0.0
2023-24	T	00			State			Yes	All	RH	441282	19161	15138	1768	1084	1171	0	79.0	9.2	5.7	6.1	0.0
2023-24	T	00			State			Yes	No 	RH	361022	12625	10335	947	712	631	0	81.9	7.5	5.6	5.0	0.0
2023-24	T	00			State			Yes	Yes	RH	84084	6758	4977	834	389	558	0	73.6	12.3	5.8	8.3	0.0
2023-24	T	00			State			All	All	RI	26542	2078	1560	207	179	132	0	75.1	10.0	8.6	6.4	0.0
2023-24	T	00			State			All	No 	RI	25286	1886	1438	178	162	108	0	76.2	9.4	8.6	5.7	0.0
2023-24	T	00			State			All	Yes	RI	1988	296	198	43	26	29	0	66.9	14.5	8.8	9.8	0.0
2023-24	T	00			State			No 	All	RI	23345	1816	1372	183	162	99	0	75.6	10.1	8.9	5.5	0.0
2023-24	T	00			State			No 	No 	RI	22611	1705	1289	171	152	93	0	75.6	10.0	8.9	5.5	0.0
2023-24	T	00			State			No 	Yes	RI	1230	194	142	25	18	9	0	73.2	12.9	9.3	4.6	0.0
2023-24	T	00			State			Yes	All	RI	3833	359	259	34	25	41	0	72.1	9.5	7.0	11.4	0.0
2023-24	T	00			State			Yes	No 	RI	3085	252	198	17	16	21	0	78.6	6.7	6.3	8.3	0.0
2023-24	T	00			State			Yes	Yes	RI	792	108	61	17	9	21	0	56.5	15.7	8.3	19.4	0.0
2023-24	T	00			State			All	All	RP	24994	1619	1324	118	128	49	0	81.8	7.3	7.9	3.0	0.0
2023-24	T	00			State			All	No 	RP	24178	1541	1278	103	121	39	0	82.9	6.7	7.9	2.5	0.0
2023-24	T	00			State			All	Yes	RP	1229	138	96	19	10	13	0	69.6	13.8	7.2	9.4	0.0
2023-24	T	00			State			No 	All	RP	22489	1508	1244	97	123	44	0	82.5	6.4	8.2	2.9	0.0
2023-24	T	00			State			No 	No 	RP	22112	1464	1218	94	115	37	0	83.2	6.4	7.9	2.5	0.0
2023-24	T	00			State			No 	Yes	RP	641	82	55	7	10	10	0	67.1	8.5	12.2	12.2	0.0
