Academic Year	Aggregate Level	County Code	District Code	School Code	County Name	District Name	School Name	Charter School	DASS	Reporting Category	Cumulative Enrollment	Homeless Student Enrollment	Temporarily Doubled Up	Temporary Shelters	Hotels/Motels	Temporarily Unsheltered	Missing/Unknown	Temporarily Doubled Up (percent)	Temporary Shelters (percent)	Hotels/Motels (percent)	Temporarily Unsheltered (percent)	Missing/Unknown (percent)
2024-25	S	01	61259	0132514	Alameda	Oakland Unified	Francophone Charter School of Oakland	Yes	No 	TA	329	5	3	0	0	2	0	60.0	0.0	0.0	40.0	0.0
2024-25	S	01	61259	6001820	Alameda	Oakland Unified	Franklin Elementary	No 	No 	TA	573	27	15	5	3	4	0	55.6	18.5	11.1	14.8	0.0
2024-25	S	01	61259	0112813	Alameda	Oakland Unified	Fred T. Korematsu Discovery Academy Elementary	No 	No 	TA	202	11	11	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0125716	Alameda	Oakland Unified	Fremont High	No 	No 	TA	1247	194	185	5	2	2	0	95.4	2.6	1.0	1.0	0.0
2024-25	S	01	61259	6057020	Alameda	Oakland Unified	Frick United Academy of Language Middle	No 	No 	TA	435	93	84	3	2	4	0	90.3	3.2	2.2	4.3	0.0
2024-25	S	01	61259	6001838	Alameda	Oakland Unified	Fruitvale Elementary	No 	No 	TA	285	15	12	0	1	2	0	80.0	0.0	6.7	13.3	0.0
2024-25	S	01	61259	6001846	Alameda	Oakland Unified	Garfield Elementary	No 	No 	TA	500	73	57	12	3	1	0	78.1	16.4	4.1	1.4	0.0
2024-25	S	01	61259	0119859	Alameda	Oakland Unified	Gateway to College High at Laney College	No 	Yes	TA	133	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	6001853	Alameda	Oakland Unified	Glenview Elementary	No 	No 	TA	488	9	5	4	0	0	0	55.6	44.4	0.0	0.0	0.0
2024-25	S	01	61259	0115584	Alameda	Oakland Unified	Global Family Elementary	No 	No 	TA	475	46	41	2	0	3	0	89.1	4.3	0.0	6.5	0.0
2024-25	S	01	61259	6001879	Alameda	Oakland Unified	Grass Valley Elementary	No 	No 	TA	197	7	7	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0115618	Alameda	Oakland Unified	Greenleaf	No 	No 	TA	679	56	52	1	1	2	0	92.9	1.8	1.8	3.6	0.0
2024-25	S	01	61259	6001903	Alameda	Oakland Unified	Highland Community	No 	No 	TA	490	23	19	2	1	1	0	82.6	8.7	4.3	4.3	0.0
2024-25	S	01	61259	6001911	Alameda	Oakland Unified	Hillcrest	No 	No 	TA	401	4	4	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0164806	Alameda	Oakland Unified	Hintil Kuu Ka Child Development Center	No 	No 	TA	50	1	1	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0121376	Alameda	Oakland Unified	Home and Hospital Program	No 	No 	TA	7	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	6057046	Alameda	Oakland Unified	Hoover Elementary	No 	No 	TA	337	32	18	7	5	2	0	56.3	21.9	15.6	6.3	0.0
2024-25	S	01	61259	6001929	Alameda	Oakland Unified	Horace Mann Elementary	No 	No 	TA	220	10	8	2	0	0	0	80.0	20.0	0.0	0.0	0.0
2024-25	S	01	61259	6114011	Alameda	Oakland Unified	Independent Study, Sojourner Truth	No 	Yes	TA	613	31	22	3	2	4	0	71.0	9.7	6.5	12.9	0.0
2024-25	S	01	61259	6118616	Alameda	Oakland Unified	International Community Elementary	No 	No 	TA	321	16	15	1	0	0	0	93.8	6.3	0.0	0.0	0.0
2024-25	S	01	61259	6001945	Alameda	Oakland Unified	Joaquin Miller Elementary	No 	No 	TA	431	4	3	1	0	0	0	75.0	25.0	0.0	0.0	0.0
2024-25	S	01	61259	0141804	Alameda	Oakland Unified	Kaiser Early Childhood Center	No 	No 	TA	127	4	4	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0115014	Alameda	Oakland Unified	KIPP Bridge Academy	Yes	No 	TA	580	24	22	0	1	1	0	91.7	0.0	4.2	4.2	0.0
2024-25	S	01	61259	6096523	Alameda	Oakland Unified	La Escuelita	No 	No 	TA	288	7	3	2	0	2	0	42.9	28.6	0.0	28.6	0.0
2024-25	S	01	61259	6001994	Alameda	Oakland Unified	Laurel Elementary	No 	No 	TA	517	36	33	1	0	2	0	91.7	2.8	0.0	5.6	0.0
2024-25	S	01	61259	0115592	Alameda	Oakland Unified	Learning Without Limits	Yes	No 	TA	365	4	4	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0130575	Alameda	Oakland Unified	LIFE Academy	No 	No 	TA	454	27	22	3	2	0	0	81.5	11.1	7.4	0.0	0.0
2024-25	S	01	61259	0130633	Alameda	Oakland Unified	Lighthouse Community Charter	Yes	No 	TA	577	19	11	6	2	0	0	57.9	31.6	10.5	0.0	0.0
2024-25	S	01	61259	0108944	Alameda	Oakland Unified	Lighthouse Community Charter High	Yes	No 	TA	294	6	4	2	0	0	0	66.7	33.3	0.0	0.0	0.0
2024-25	S	01	61259	6002018	Alameda	Oakland Unified	Lincoln Elementary	No 	No 	TA	695	13	12	0	1	0	0	92.3	0.0	7.7	0.0	0.0
2024-25	S	01	61259	0115204	Alameda	Oakland Unified	Lockwood STEAM Academy Elementary	No 	No 	TA	795	58	45	8	3	2	0	77.6	13.8	5.2	3.4	0.0
2024-25	S	01	61259	0134015	Alameda	Oakland Unified	Lodestar: A Lighthouse Community Charter Public	Yes	No 	TA	764	31	22	3	4	2	0	71.0	9.7	12.9	6.5	0.0
2024-25	S	01	61259	0126748	Alameda	Oakland Unified	LPS Oakland R & D Campus	Yes	No 	TA	187	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	6066450	Alameda	Oakland Unified	Madison Park Academy 6-12	No 	No 	TA	738	47	42	1	0	4	0	89.4	2.1	0.0	8.5	0.0
2024-25	S	01	61259	6002182	Alameda	Oakland Unified	Madison Park Academy Elementary	No 	No 	TA	267	14	12	0	1	1	0	85.7	0.0	7.1	7.1	0.0
2024-25	S	01	61259	6002042	Alameda	Oakland Unified	Manzanita Community Elementary	No 	No 	TA	370	44	36	5	0	3	0	81.8	11.4	0.0	6.8	0.0
2024-25	S	01	61259	0110247	Alameda	Oakland Unified	Manzanita SEED Elementary	No 	No 	TA	457	37	33	1	2	1	0	89.2	2.7	5.4	2.7	0.0
2024-25	S	01	61259	6002059	Alameda	Oakland Unified	Markham Elementary	No 	No 	TA	369	26	20	6	0	0	0	76.9	23.1	0.0	0.0	0.0
2024-25	S	01	61259	6072235	Alameda	Oakland Unified	Martin Luther King, Jr. Elementary	No 	No 	TA	401	15	9	4	1	1	0	60.0	26.7	6.7	6.7	0.0
2024-25	S	01	61259	0110189	Alameda	Oakland Unified	McClymonds High	No 	No 	TA	316	9	4	1	3	1	0	44.4	11.1	33.3	11.1	0.0
2024-25	S	01	61259	6118640	Alameda	Oakland Unified	Melrose Leadership Academy	No 	No 	TA	743	33	28	3	2	0	0	84.8	9.1	6.1	0.0	0.0
2024-25	S	01	61259	0149187	Alameda	Oakland Unified	MetWest High	No 	No 	TA	229	12	9	3	0	0	0	75.0	25.0	0.0	0.0	0.0
2024-25	S	01	61259	6002083	Alameda	Oakland Unified	Montclair Elementary	No 	No 	TA	572	6	3	0	1	2	0	50.0	0.0	16.7	33.3	0.0
2024-25	S	01	61259	6057079	Alameda	Oakland Unified	Montera Middle	No 	No 	TA	738	16	14	1	0	1	0	87.5	6.3	0.0	6.3	0.0
2024-25	S	01	61259	0000001	Alameda	Oakland Unified	Nonpublic, Nonsectarian Schools	No 	No 	TA	135	1	1	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	6001713	Alameda	Oakland Unified	Oakland Academy of Knowledge Elementary	No 	No 	TA	268	19	15	0	2	2	0	78.9	0.0	10.5	10.5	0.0
2024-25	S	01	61259	6111660	Alameda	Oakland Unified	Oakland Charter Academy	Yes	No 	TA	235	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0114868	Alameda	Oakland Unified	Oakland Charter High	Yes	No 	TA	340	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0135905	Alameda	Oakland Unified	Oakland High	No 	No 	TA	1663	114	99	11	2	2	0	86.8	9.6	1.8	1.8	0.0
2024-25	S	01	61259	0115667	Alameda	Oakland Unified	Oakland International High	No 	Yes	TA	342	121	119	0	1	1	0	98.3	0.0	0.8	0.8	0.0
2024-25	S	01	61259	0130617	Alameda	Oakland Unified	Oakland Military Institute, College Preparatory Academy	Yes	No 	TA	490	15	9	4	2	0	0	60.0	26.7	13.3	0.0	0.0
2024-25	S	01	61259	3030772	Alameda	Oakland Unified	Oakland School for the Arts	Yes	No 	TA	869	1	1	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0136051	Alameda	Oakland Unified	Oakland Technical High	No 	No 	TA	1901	86	60	17	5	4	0	69.8	19.8	5.8	4.7	0.0
2024-25	S	01	61259	0100065	Alameda	Oakland Unified	Oakland Unity High	Yes	No 	TA	312	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	6002109	Alameda	Oakland Unified	Peralta Elementary	No 	No 	TA	357	5	4	1	0	0	0	80.0	20.0	0.0	0.0	0.0
2024-25	S	01	61259	6002117	Alameda	Oakland Unified	Piedmont Avenue Elementary	No 	No 	TA	355	25	13	7	1	4	0	52.0	28.0	4.0	16.0	0.0
2024-25	S	01	61259	6002125	Alameda	Oakland Unified	Prescott Elementary	No 	No 	TA	158	8	5	0	3	0	0	62.5	0.0	37.5	0.0	0.0
2024-25	S	01	61259	0118653	Alameda	Oakland Unified	Ralph J. Bunche Continuation High	No 	Yes	TA	116	6	5	0	0	1	0	83.3	0.0	0.0	16.7	0.0
2024-25	S	01	61259	0110239	Alameda	Oakland Unified	Reach Academy Elementary	No 	No 	TA	493	6	5	0	0	1	0	83.3	0.0	0.0	16.7	0.0
2024-25	S	01	61259	6002141	Alameda	Oakland Unified	Redwood Heights Elementary	No 	No 	TA	380	1	1	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	6057087	Alameda	Oakland Unified	Roosevelt Middle	No 	No 	TA	541	60	52	3	3	2	0	86.7	5.0	5.0	3.3	0.0
2024-25	S	01	61259	0130146	Alameda	Oakland Unified	Rudsdale Continuation High	No 	Yes	TA	478	117	116	1	0	0	0	99.1	0.9	0.0	0.0	0.0
2024-25	S	01	61259	0110254	Alameda	Oakland Unified	Sankofa United Elementary	No 	No 	TA	252	27	18	6	2	1	0	66.7	22.2	7.4	3.7	0.0
2024-25	S	01	61259	6002174	Alameda	Oakland Unified	Sequoia Elementary	No 	No 	TA	468	14	14	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0137943	Alameda	Oakland Unified	Skyline High	No 	No 	TA	1368	83	71	5	4	3	0	85.5	6.0	4.8	3.6	0.0
2024-25	S	01	61259	0130179	Alameda	Oakland Unified	Street Academy Alternative High	No 	Yes	TA	111	6	4	1	0	1	0	66.7	16.7	0.0	16.7	0.0
2024-25	S	01	61259	0100792	Alameda	Oakland Unified	Think College Now Elementary	No 	No 	TA	288	10	7	0	0	3	0	70.0	0.0	0.0	30.0	0.0
2024-25	S	01	61259	6002216	Alameda	Oakland Unified	Thornhill Elementary	No 	No 	TA	388	1	1	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0112763	Alameda	Oakland Unified	United for Success Academy Middle	No 	No 	TA	389	27	23	3	0	1	0	85.2	11.1	0.0	3.7	0.0
2024-25	S	01	61259	6118657	Alameda	Oakland Unified	Urban Promise Academy Middle	No 	No 	TA	418	12	12	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61259	0115626	Alameda	Oakland Unified	West Oakland Middle	No 	No 	TA	210	15	12	0	2	1	0	80.0	0.0	13.3	6.7	0.0
2024-25	S	01	61259	6057095	Alameda	Oakland Unified	Westlake Middle	No 	No 	TA	347	33	24	3	3	3	0	72.7	9.1	9.1	9.1	0.0
2024-25	S	01	61259	0121228	Alameda	Oakland Unified	Young Adult Program	No 	No 	TA	132	2	2	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61275	6002281	Alameda	Piedmont City Unified	Beach Elementary	No 	No 	TA	335	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61275	6002299	Alameda	Piedmont City Unified	Havens Elementary	No 	No 	TA	471	2	1	1	0	0	0	50.0	50.0	0.0	0.0	0.0
2024-25	S	01	61275	0130286	Alameda	Piedmont City Unified	Millennium High Alternative	No 	Yes	TA	68	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61275	0000001	Alameda	Piedmont City Unified	Nonpublic, Nonsectarian Schools	No 	No 	TA	10	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61275	0136515	Alameda	Piedmont City Unified	Piedmont High	No 	No 	TA	740	6	4	2	0	0	0	66.7	33.3	0.0	0.0	0.0
2024-25	S	01	61275	6066492	Alameda	Piedmont City Unified	Piedmont Middle	No 	No 	TA	583	2	2	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61275	6002307	Alameda	Piedmont City Unified	Wildwood Elementary	No 	No 	TA	292	3	1	0	2	0	0	33.3	0.0	66.7	0.0	0.0
2024-25	S	01	75101	6002315	Alameda	Pleasanton Unified	Alisal Elementary	No 	No 	TA	578	7	2	1	3	1	0	28.6	14.3	42.9	14.3	0.0
2024-25	S	01	75101	0130583	Alameda	Pleasanton Unified	Amador Valley High	No 	No 	TA	2613	25	17	1	7	0	0	68.0	4.0	28.0	0.0	0.0
2024-25	S	01	75101	0000000	Alameda	Pleasanton Unified	District Office	No 	No 	TA	12	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	75101	6001366	Alameda	Pleasanton Unified	Donlon Elementary	No 	No 	TA	750	3	1	0	2	0	0	33.3	0.0	66.7	0.0	0.0
2024-25	S	01	75101	6002323	Alameda	Pleasanton Unified	Fairlands Elementary	No 	No 	TA	742	17	12	0	4	1	0	70.6	0.0	23.5	5.9	0.0
2024-25	S	01	75101	0130096	Alameda	Pleasanton Unified	Foothill High	No 	No 	TA	2219	14	12	0	2	0	0	85.7	0.0	14.3	0.0	0.0
2024-25	S	01	75101	6066500	Alameda	Pleasanton Unified	Harvest Park Middle	No 	No 	TA	1042	5	4	0	0	1	0	80.0	0.0	0.0	20.0	0.0
2024-25	S	01	75101	6114318	Alameda	Pleasanton Unified	Henry P. Mohr Elementary	No 	No 	TA	523	2	2	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	75101	6001416	Alameda	Pleasanton Unified	Lydiksen Elementary	No 	No 	TA	628	8	4	0	4	0	0	50.0	0.0	50.0	0.0	0.0
2024-25	S	01	75101	0000001	Alameda	Pleasanton Unified	Nonpublic, Nonsectarian Schools	No 	No 	TA	25	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	75101	6117600	Alameda	Pleasanton Unified	Phoebe Apperson Hearst Elementary	No 	No 	TA	485	8	5	0	3	0	0	62.5	0.0	37.5	0.0	0.0
2024-25	S	01	75101	6108971	Alameda	Pleasanton Unified	Pleasanton Middle	No 	No 	TA	979	21	15	0	5	1	0	71.4	0.0	23.8	4.8	0.0
2024-25	S	01	75101	0141432	Alameda	Pleasanton Unified	The Pleasanton Virtual Academy	No 	No 	TA	156	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	75101	6117592	Alameda	Pleasanton Unified	Thomas S. Hart Middle	No 	No 	TA	1164	12	7	0	5	0	0	58.3	0.0	41.7	0.0	0.0
2024-25	S	01	75101	6002349	Alameda	Pleasanton Unified	Valley View Elementary	No 	No 	TA	659	24	16	1	6	1	0	66.7	4.2	25.0	4.2	0.0
2024-25	S	01	75101	0130252	Alameda	Pleasanton Unified	Village High	No 	Yes	TA	122	19	16	0	3	0	0	84.2	0.0	15.8	0.0	0.0
2024-25	S	01	75101	6089361	Alameda	Pleasanton Unified	Vintage Hills Elementary	No 	No 	TA	550	2	2	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	75101	6002356	Alameda	Pleasanton Unified	Walnut Grove Elementary	No 	No 	TA	658	1	0	0	1	0	0	0.0	0.0	100.0	0.0	0.0
2024-25	S	01	61291	6057111	Alameda	San Leandro Unified	Bancroft Middle	No 	No 	TA	996	18	5	2	2	9	0	27.8	11.1	11.1	50.0	0.0
2024-25	S	01	61291	6002372	Alameda	San Leandro Unified	Garfield Elementary	No 	No 	TA	372	11	0	2	3	6	0	0.0	18.2	27.3	54.5	0.0
2024-25	S	01	61291	6002463	Alameda	San Leandro Unified	Halkin Elementary	No 	No 	TA	752	9	4	0	2	3	0	44.4	0.0	22.2	33.3	0.0
2024-25	S	01	61291	6002398	Alameda	San Leandro Unified	Jefferson Elementary	No 	No 	TA	641	11	6	3	0	2	0	54.5	27.3	0.0	18.2	0.0
2024-25	S	01	61291	6066518	Alameda	San Leandro Unified	John Muir Middle	No 	No 	TA	1026	12	2	2	2	6	0	16.7	16.7	16.7	50.0	0.0
2024-25	S	01	61291	0134528	Alameda	San Leandro Unified	Lincoln High (Continuation)	No 	Yes	TA	213	1	0	0	0	1	0	0.0	0.0	0.0	100.0	0.0
2024-25	S	01	61291	6002414	Alameda	San Leandro Unified	Madison Elementary	No 	No 	TA	726	1	1	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61291	6002422	Alameda	San Leandro Unified	McKinley Elementary	No 	No 	TA	505	8	2	3	0	3	0	25.0	37.5	0.0	37.5	0.0
2024-25	S	01	61291	6002430	Alameda	San Leandro Unified	Monroe Elementary	No 	No 	TA	438	8	3	3	0	2	0	37.5	37.5	0.0	25.0	0.0
2024-25	S	01	61291	0000001	Alameda	San Leandro Unified	Nonpublic, Nonsectarian Schools	No 	No 	TA	47	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61291	6002448	Alameda	San Leandro Unified	Roosevelt Elementary	No 	No 	TA	565	7	2	0	3	2	0	28.6	0.0	42.9	28.6	0.0
2024-25	S	01	61291	0137588	Alameda	San Leandro Unified	San Leandro High	No 	No 	TA	2659	38	14	3	2	19	0	36.8	7.9	5.3	50.0	0.0
2024-25	S	01	61291	0141473	Alameda	San Leandro Unified	San Leandro Virtual Academy	No 	No 	TA	157	5	2	1	0	2	0	40.0	20.0	0.0	40.0	0.0
2024-25	S	01	61291	6002455	Alameda	San Leandro Unified	Washington Elementary	No 	No 	TA	440	7	3	1	0	3	0	42.9	14.3	0.0	42.9	0.0
2024-25	S	01	61309	0130849	Alameda	San Lorenzo Unified	Arroyo High	No 	No 	TA	1539	14	13	0	1	0	0	92.9	0.0	7.1	0.0	0.0
2024-25	S	01	61309	6002505	Alameda	San Lorenzo Unified	Bay Elementary	No 	No 	TA	452	8	8	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61309	6002513	Alameda	San Lorenzo Unified	Bohannon Middle	No 	No 	TA	621	12	5	1	4	2	0	41.7	8.3	33.3	16.7	0.0
2024-25	S	01	61309	6002521	Alameda	San Lorenzo Unified	Colonial Acres Elementary	No 	No 	TA	498	6	1	0	2	3	0	16.7	0.0	33.3	50.0	0.0
2024-25	S	01	61309	6002539	Alameda	San Lorenzo Unified	Corvallis Elementary	No 	No 	TA	387	2	2	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61309	6002547	Alameda	San Lorenzo Unified	Dayton Elementary	No 	No 	TA	368	7	2	1	1	3	0	28.6	14.3	14.3	42.9	0.0
2024-25	S	01	61309	6002554	Alameda	San Lorenzo Unified	Del Rey Elementary	No 	No 	TA	414	6	5	0	1	0	0	83.3	0.0	16.7	0.0	0.0
2024-25	S	01	61309	0000000	Alameda	San Lorenzo Unified	District Office	No 	No 	TA	8	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61309	0111799	Alameda	San Lorenzo Unified	East Bay Arts High	No 	No 	TA	166	5	5	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61309	6002562	Alameda	San Lorenzo Unified	Edendale Middle	No 	No 	TA	536	16	11	0	1	4	0	68.8	0.0	6.3	25.0	0.0
2024-25	S	01	61309	6002604	Alameda	San Lorenzo Unified	Grant Elementary	No 	No 	TA	345	8	6	0	0	2	0	75.0	0.0	0.0	25.0	0.0
2024-25	S	01	61309	6002612	Alameda	San Lorenzo Unified	Hesperian Elementary	No 	No 	TA	537	4	4	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61309	6002620	Alameda	San Lorenzo Unified	Hillside Elementary	No 	No 	TA	383	18	8	1	5	4	0	44.4	5.6	27.8	22.2	0.0
2024-25	S	01	61309	0114421	Alameda	San Lorenzo Unified	KIPP King Collegiate High	Yes	No 	TA	685	10	10	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	61309	0101212	Alameda	San Lorenzo Unified	KIPP Summit Academy	Yes	No 	TA	429	3	2	1	0	0	0	66.7	33.3	0.0	0.0	0.0
2024-25	S	01	61309	6002653	Alameda	San Lorenzo Unified	Lorenzo Manor Elementary	No 	No 	TA	488	14	8	0	4	2	0	57.1	0.0	28.6	14.3	0.0
2024-25	S	01	61309	0000001	Alameda	San Lorenzo Unified	Nonpublic, Nonsectarian Schools	No 	No 	TA	26	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	S	01	61309	0137745	Alameda	San Lorenzo Unified	Royal Sunset (Continuation)	No 	Yes	TA	144	6	3	0	0	3	0	50.0	0.0	0.0	50.0	0.0
2024-25	S	01	61309	0137810	Alameda	San Lorenzo Unified	San Lorenzo High	No 	No 	TA	1127	9	5	1	2	1	0	55.6	11.1	22.2	11.1	0.0
2024-25	S	01	61309	6002703	Alameda	San Lorenzo Unified	Washington Manor Middle	No 	No 	TA	520	12	12	0	0	0	0	100.0	0.0	0.0	0.0	0.0
2024-25	S	01	77180	0138289	Alameda	SBE - Latitude 37.8 High	Latitude 37.8 High	Yes	No 	TA	410	5	2	2	1	0	0	40.0	40.0	20.0	0.0	0.0
2024-25	S	01	75119	6002711	Alameda	Sunol Glen Unified	Sunol Glen Elementary	No 	No 	TA	258	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
2024-25	C	02			Alpine			All	All	GF	37	3	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GF	33	3	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	Yes	GF	4	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GF	37	3	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GF	33	3	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	Yes	GF	4	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GM	33	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GM	31	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	Yes	GM	2	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GM	33	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GM	31	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	Yes	GM	2	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR01	6	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GR01	6	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR01	6	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GR01	6	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR02	7	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GR02	7	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR02	7	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GR02	7	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR03	9	1	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GR03	9	1	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR03	9	1	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GR03	9	1	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR04	10	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GR04	10	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR04	10	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GR04	10	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR05	6	2	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GR05	6	2	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR05	6	2	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GR05	6	2	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR06	7	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GR06	7	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR06	7	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GR06	7	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR07	5	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GR07	5	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR07	5	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GR07	5	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR08	4	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	No 	GR08	3	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	Yes	GR08	1	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR08	4	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	No 	GR08	3	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	Yes	GR08	1	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR10	3	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	Yes	GR10	3	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR10	3	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	Yes	GR10	3	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	All	GR11	2	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			All	Yes	GR11	2	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	All	GR11	2	0	*	*	*	*	*	*	*	*	*	*
2024-25	C	02			Alpine			No 	Yes	GR11	2	0	*	*	*	*	*	*	*	*	*	*
