Academic Year	Aggregate Level	County Code	District Code	School Code	County Name	District Name	School Name	Charter School	DASS	Reporting Category	Cumulative Enrollment	Homeless Student Enrollment	Temporarily Doubled Up	Temporary Shelters	Hotels/Motels	Temporarily Unsheltered	Missing/Unknown	Temporarily Doubled Up (percent)	Temporary Shelters (percent)	Hotels/Motels (percent)	Temporarily Unsheltered (percent)	Missing/Unknown (percent)
2021-22	T	00			State			Yes	All	GR07	60180	1360	1067	112	105	76	0	78.5	8.2	7.7	5.6	0.0
2021-22	T	00			State			Yes	No 	GR07	58305	1229	971	101	89	68	0	79.0	8.2	7.2	5.5	0.0
2021-22	T	00			State			Yes	Yes	GR07	2028	139	102	13	16	8	0	73.4	9.4	11.5	5.8	0.0
2021-22	T	00			State			All	All	GR08	465561	16511	13921	987	1020	582	1	84.3	6.0	6.2	3.5	0.0
2021-22	T	00			State			All	No 	GR08	462068	16343	13794	973	1001	574	1	84.4	6.0	6.1	3.5	0.0
2021-22	T	00			State			All	Yes	GR08	9859	671	491	67	72	41	0	73.2	10.0	10.7	6.1	0.0
2021-22	T	00			State			No 	All	GR08	410583	15598	13215	901	957	525	0	84.7	5.8	6.1	3.4	0.0
2021-22	T	00			State			No 	No 	GR08	408120	15496	13138	894	943	521	0	84.8	5.8	6.1	3.4	0.0
2021-22	T	00			State			No 	Yes	GR08	6983	438	307	44	57	30	0	70.1	10.0	13.0	6.8	0.0
2021-22	T	00			State			Yes	All	GR08	61248	1388	1078	132	101	76	1	77.7	9.5	7.3	5.5	0.1
2021-22	T	00			State			Yes	No 	GR08	58484	1155	889	116	84	65	1	77.0	10.0	7.3	5.6	0.1
2021-22	T	00			State			Yes	Yes	GR08	2965	249	197	23	17	12	0	79.1	9.2	6.8	4.8	0.0
2021-22	T	00			State			All	All	GR09	504067	17244	14402	1122	1046	674	0	83.5	6.5	6.1	3.9	0.0
2021-22	T	00			State			All	No 	GR09	477904	15614	13102	990	933	589	0	83.9	6.3	6.0	3.8	0.0
2021-22	T	00			State			All	Yes	GR09	38992	2595	2008	236	211	140	0	77.4	9.1	8.1	5.4	0.0
2021-22	T	00			State			No 	All	GR09	437020	14967	12537	957	913	560	0	83.8	6.4	6.1	3.7	0.0
2021-22	T	00			State			No 	No 	GR09	432273	14481	12158	908	877	538	0	84.0	6.3	6.1	3.7	0.0
2021-22	T	00			State			No 	Yes	GR09	11148	1001	734	112	99	56	0	73.3	11.2	9.9	5.6	0.0
2021-22	T	00			State			Yes	All	GR09	79521	3093	2487	245	202	159	0	80.4	7.9	6.5	5.1	0.0
2021-22	T	00			State			Yes	No 	GR09	51549	1451	1190	108	83	70	0	82.0	7.4	5.7	4.8	0.0
2021-22	T	00			State			Yes	Yes	GR09	28759	1694	1335	146	122	91	0	78.8	8.6	7.2	5.4	0.0
2021-22	T	00			State			All	All	GR10	514021	17961	14577	1555	1059	770	0	81.2	8.7	5.9	4.3	0.0
2021-22	T	00			State			All	No 	GR10	485757	15898	13382	1006	912	598	0	84.2	6.3	5.7	3.8	0.0
2021-22	T	00			State			All	Yes	GR10	50160	3529	2311	700	258	260	0	65.5	19.8	7.3	7.4	0.0
2021-22	T	00			State			No 	All	GR10	449352	15579	13095	1003	892	589	0	84.1	6.4	5.7	3.8	0.0
2021-22	T	00			State			No 	No 	GR10	441794	14975	12627	949	849	550	0	84.3	6.3	5.7	3.7	0.0
2021-22	T	00			State			No 	Yes	GR10	19094	1530	1161	157	123	89	0	75.9	10.3	8.0	5.8	0.0
2021-22	T	00			State			Yes	All	GR10	80303	3324	2198	648	236	242	0	66.1	19.5	7.1	7.3	0.0
2021-22	T	00			State			Yes	No 	GR10	49569	1258	1003	92	94	69	0	79.7	7.3	7.5	5.5	0.0
2021-22	T	00			State			Yes	Yes	GR10	32084	2130	1245	560	146	179	0	58.5	26.3	6.9	8.4	0.0
2021-22	T	00			State			All	All	GR11	491558	17840	14929	1231	921	757	2	83.7	6.9	5.2	4.2	0.0
2021-22	T	00			State			All	No 	GR11	463213	15664	13226	1017	800	619	2	84.4	6.5	5.1	4.0	0.0
2021-22	T	00			State			All	Yes	GR11	64649	4933	3973	434	274	252	0	80.5	8.8	5.6	5.1	0.0
2021-22	T	00			State			No 	All	GR11	437727	16414	13845	1091	831	645	2	84.3	6.6	5.1	3.9	0.0
2021-22	T	00			State			No 	No 	GR11	420826	14823	12551	954	750	566	2	84.7	6.4	5.1	3.8	0.0
2021-22	T	00			State			No 	Yes	GR11	41801	3691	3009	312	206	164	0	81.5	8.5	5.6	4.4	0.0
2021-22	T	00			State			Yes	All	GR11	69744	2471	1937	229	141	164	0	78.4	9.3	5.7	6.6	0.0
2021-22	T	00			State			Yes	No 	GR11	47012	1099	872	94	65	68	0	79.3	8.6	5.9	6.2	0.0
2021-22	T	00			State			Yes	Yes	GR11	24457	1442	1119	144	80	99	0	77.6	10.0	5.5	6.9	0.0
2021-22	T	00			State			All	All	GR12	511988	19376	16220	1318	906	931	1	83.7	6.8	4.7	4.8	0.0
2021-22	T	00			State			All	No 	GR12	455740	15213	12867	976	688	681	1	84.6	6.4	4.5	4.5	0.0
2021-22	T	00			State			All	Yes	GR12	78933	5912	4791	476	305	340	0	81.0	8.1	5.2	5.8	0.0
2021-22	T	00			State			No 	All	GR12	454687	17331	14634	1098	799	799	1	84.4	6.3	4.6	4.6	0.0
2021-22	T	00			State			No 	No 	GR12	413335	14302	12130	906	639	626	1	84.8	6.3	4.5	4.4	0.0
2021-22	T	00			State			No 	Yes	GR12	55992	4290	3536	284	227	243	0	82.4	6.6	5.3	5.7	0.0
2021-22	T	00			State			Yes	All	GR12	67371	2798	2192	292	146	168	0	78.3	10.4	5.2	6.0	0.0
2021-22	T	00			State			Yes	No 	GR12	44502	1061	853	82	60	66	0	80.4	7.7	5.7	6.2	0.0
2021-22	T	00			State			Yes	Yes	GR12	24366	1795	1385	213	90	107	0	77.2	11.9	5.0	6.0	0.0
2021-22	T	00			State			All	All	GRKN	498354	17576	15156	1040	896	484	0	86.2	5.9	5.1	2.8	0.0
2021-22	T	00			State			All	No 	GRKN	495778	17497	15113	1021	881	482	0	86.4	5.8	5.0	2.8	0.0
2021-22	T	00			State			All	Yes	GRKN	4767	157	88	36	26	7	0	56.1	22.9	16.6	4.5	0.0
2021-22	T	00			State			No 	All	GRKN	445952	16713	14449	969	862	433	0	86.5	5.8	5.2	2.6	0.0
2021-22	T	00			State			No 	No 	GRKN	443586	16648	14417	951	849	431	0	86.6	5.7	5.1	2.6	0.0
2021-22	T	00			State			No 	Yes	GRKN	4267	132	68	34	24	6	0	51.5	25.8	18.2	4.5	0.0
2021-22	T	00			State			Yes	All	GRKN	57242	1116	897	96	60	63	0	80.4	8.6	5.4	5.6	0.0
2021-22	T	00			State			Yes	No 	GRKN	56760	1092	878	94	58	62	0	80.4	8.6	5.3	5.7	0.0
2021-22	T	00			State			Yes	Yes	GRKN	502	25	20	2	2	1	0	80.0	8.0	8.0	4.0	0.0
2021-22	T	00			State			All	All	GX	4362	254	197	31	14	12	0	77.6	12.2	5.5	4.7	0.0
2021-22	T	00			State			All	No 	GX	4012	211	169	21	11	10	0	80.1	10.0	5.2	4.7	0.0
2021-22	T	00			State			All	Yes	GX	666	76	55	12	5	4	0	72.4	15.8	6.6	5.3	0.0
2021-22	T	00			State			No 	All	GX	3419	200	154	24	12	10	0	77.0	12.0	6.0	5.0	0.0
2021-22	T	00			State			No 	No 	GX	3294	176	139	19	9	9	0	79.0	10.8	5.1	5.1	0.0
2021-22	T	00			State			No 	Yes	GX	262	40	27	6	5	2	0	67.5	15.0	12.5	5.0	0.0
2021-22	T	00			State			Yes	All	GX	1132	76	60	9	5	2	0	78.9	11.8	6.6	2.6	0.0
2021-22	T	00			State			Yes	No 	GX	732	36	31	1	4	0	0	86.1	2.8	11.1	0.0	0.0
2021-22	T	00			State			Yes	Yes	GX	431	42	31	8	1	2	0	73.8	19.0	2.4	4.8	0.0
2021-22	T	00			State			All	All	GZ	1	0	*	*	*	*	*	*	*	*	*	*
2021-22	T	00			State			All	No 	GZ	1	0	*	*	*	*	*	*	*	*	*	*
2021-22	T	00			State			No 	All	GZ	1	0	*	*	*	*	*	*	*	*	*	*
2021-22	T	00			State			No 	No 	GZ	1	0	*	*	*	*	*	*	*	*	*	*
2021-22	T	00			State			All	All	HUYN	6064658	217028	183067	13580	12797	7571	13	84.4	6.3	5.9	3.5	0.0
2021-22	T	00			State			All	No 	HUYN	5900484	207287	175822	12351	12097	7004	13	84.8	6.0	5.8	3.4	0.0
2021-22	T	00			State			All	Yes	HUYN	287266	17491	13267	1979	1324	921	0	75.9	11.3	7.6	5.3	0.0
2021-22	T	00			State			No 	All	HUYN	5387624	201803	171347	11948	11869	6628	11	84.9	5.9	5.9	3.3	0.0
2021-22	T	00			State			No 	No 	HUYN	5294948	196505	167108	11524	11466	6396	11	85.0	5.9	5.8	3.3	0.0
2021-22	T	00			State			No 	Yes	HUYN	173852	10684	8331	981	888	484	0	78.0	9.2	8.3	4.5	0.0
2021-22	T	00			State			Yes	All	HUYN	775005	21242	16402	2207	1389	1241	3	77.2	10.4	6.5	5.8	0.0
2021-22	T	00			State			Yes	No 	HUYN	662398	14167	11272	1178	927	787	3	79.6	8.3	6.5	5.6	0.0
2021-22	T	00			State			Yes	Yes	HUYN	118561	7334	5328	1060	479	467	0	72.6	14.5	6.5	6.4	0.0
2021-22	T	00			State			All	All	HUYY	6064658	7163	5786	641	181	553	2	80.8	8.9	2.5	7.7	0.0
2021-22	T	00			State			All	No 	HUYY	5900484	5969	4878	509	143	437	2	81.7	8.5	2.4	7.3	0.0
2021-22	T	00			State			All	Yes	HUYY	287266	2053	1536	254	59	204	0	74.8	12.4	2.9	9.9	0.0
2021-22	T	00			State			No 	All	HUYY	5387624	6734	5479	588	153	512	2	81.4	8.7	2.3	7.6	0.0
2021-22	T	00			State			No 	No 	HUYY	5294948	5640	4640	469	124	405	2	82.3	8.3	2.2	7.2	0.0
2021-22	T	00			State			No 	Yes	HUYY	173852	1781	1344	214	48	175	0	75.5	12.0	2.7	9.8	0.0
2021-22	T	00			State			Yes	All	HUYY	775005	831	595	115	42	79	0	71.6	13.8	5.1	9.5	0.0
2021-22	T	00			State			Yes	No 	HUYY	662398	484	356	56	26	46	0	73.6	11.6	5.4	9.5	0.0
2021-22	T	00			State			Yes	Yes	HUYY	118561	375	258	64	16	37	0	68.8	17.1	4.3	9.9	0.0
2021-22	T	00			State			All	All	RA	577116	6265	4808	490	849	118	0	76.7	7.8	13.6	1.9	0.0
2021-22	T	00			State			All	No 	RA	571242	6107	4676	474	844	113	0	76.6	7.8	13.8	1.9	0.0
2021-22	T	00			State			All	Yes	RA	11512	282	222	26	23	11	0	78.7	9.2	8.2	3.9	0.0
2021-22	T	00			State			No 	All	RA	542145	5972	4565	460	834	113	0	76.4	7.7	14.0	1.9	0.0
2021-22	T	00			State			No 	No 	RA	538649	5912	4517	453	833	109	0	76.4	7.7	14.1	1.8	0.0
2021-22	T	00			State			No 	Yes	RA	6238	145	103	16	19	7	0	71.0	11.0	13.1	4.8	0.0
2021-22	T	00			State			Yes	All	RA	39882	371	302	39	17	13	0	81.4	10.5	4.6	3.5	0.0
2021-22	T	00			State			Yes	No 	RA	34901	231	182	29	13	7	0	78.8	12.6	5.6	3.0	0.0
2021-22	T	00			State			Yes	Yes	RA	5195	143	123	10	4	6	0	86.0	7.0	2.8	4.2	0.0
2021-22	T	00			State			All	All	RB	315483	17751	12335	2153	2475	788	0	69.5	12.1	13.9	4.4	0.0
2021-22	T	00			State			All	No 	RB	300510	16379	11506	1841	2319	713	0	70.2	11.2	14.2	4.4	0.0
2021-22	T	00			State			All	Yes	RB	26842	2499	1528	516	302	153	0	61.1	20.6	12.1	6.1	0.0
2021-22	T	00			State			No 	All	RB	266824	15966	11231	1818	2226	691	0	70.3	11.4	13.9	4.3	0.0
2021-22	T	00			State			No 	No 	RB	259013	15308	10797	1704	2147	660	0	70.5	11.1	14.0	4.3	0.0
2021-22	T	00			State			No 	Yes	RB	16414	1499	934	277	197	91	0	62.3	18.5	13.1	6.1	0.0
2021-22	T	00			State			Yes	All	RB	57847	2671	1676	471	375	149	0	62.7	17.6	14.0	5.6	0.0
2021-22	T	00			State			Yes	No 	RB	47376	1607	1046	211	265	85	0	65.1	13.1	16.5	5.3	0.0
2021-22	T	00			State			Yes	Yes	RB	11046	1106	651	270	118	67	0	58.9	24.4	10.7	6.1	0.0
2021-22	T	00			State			All	All	RD	65104	2184	1603	194	272	115	0	73.4	8.9	12.5	5.3	0.0
2021-22	T	00			State			All	No 	RD	62553	2064	1539	181	236	108	0	74.6	8.8	11.4	5.2	0.0
2021-22	T	00			State			All	Yes	RD	3965	230	145	22	45	18	0	63.0	9.6	19.6	7.8	0.0
2021-22	T	00			State			No 	All	RD	51040	1953	1443	170	247	93	0	73.9	8.7	12.6	4.8	0.0
2021-22	T	00			State			No 	No 	RD	50063	1879	1404	167	215	93	0	74.7	8.9	11.4	4.9	0.0
2021-22	T	00			State			No 	Yes	RD	1639	136	84	9	39	4	0	61.8	6.6	28.7	2.9	0.0
2021-22	T	00			State			Yes	All	RD	16153	340	244	37	32	27	0	71.8	10.9	9.4	7.9	0.0
2021-22	T	00			State			Yes	No 	RD	13197	228	165	21	24	18	0	72.4	9.2	10.5	7.9	0.0
2021-22	T	00			State			Yes	Yes	RD	3096	123	88	16	8	11	0	71.5	13.0	6.5	8.9	0.0
2021-22	T	00			State			All	All	RF	138925	2662	2401	133	72	56	0	90.2	5.0	2.7	2.1	0.0
2021-22	T	00			State			All	No 	RF	137200	2610	2363	126	69	52	0	90.5	4.8	2.6	2.0	0.0
2021-22	T	00			State			All	Yes	RF	3156	103	79	12	6	6	0	76.7	11.7	5.8	5.8	0.0
2021-22	T	00			State			No 	All	RF	128120	2593	2349	122	69	53	0	90.6	4.7	2.7	2.0	0.0
2021-22	T	00			State			No 	No 	RF	126726	2556	2318	121	67	50	0	90.7	4.7	2.6	2.0	0.0
2021-22	T	00			State			No 	Yes	RF	2209	67	54	4	4	5	0	80.6	6.0	6.0	7.5	0.0
2021-22	T	00			State			Yes	All	RF	12041	113	93	14	3	3	0	82.3	12.4	2.7	2.7	0.0
2021-22	T	00			State			Yes	No 	RF	11146	75	65	7	1	2	0	86.7	9.3	1.3	2.7	0.0
2021-22	T	00			State			Yes	Yes	RF	957	38	28	7	2	1	0	73.7	18.4	5.3	2.6	0.0
2021-22	T	00			State			All	All	RH	3383799	163781	143299	8467	6513	5491	11	87.5	5.2	4.0	3.4	0.0
2021-22	T	00			State			All	No 	RH	3277766	156517	137566	7731	6140	5069	11	87.9	4.9	3.9	3.2	0.0
2021-22	T	00			State			All	Yes	RH	183882	12943	10379	1212	688	664	0	80.2	9.4	5.3	5.1	0.0
2021-22	T	00			State			No 	All	RH	3025864	153530	134944	7544	6067	4964	11	87.9	4.9	4.0	3.2	0.0
2021-22	T	00			State			No 	No 	RH	2965026	149081	131222	7246	5850	4752	11	88.0	4.9	3.9	3.2	0.0
2021-22	T	00			State			No 	Yes	RH	115566	8430	6938	648	456	388	0	82.3	7.7	5.4	4.6	0.0
2021-22	T	00			State			Yes	All	RH	409810	14210	11584	1257	663	705	1	81.5	8.8	4.7	5.0	0.0
2021-22	T	00			State			Yes	No 	RH	341874	9476	7984	669	412	410	1	84.3	7.1	4.3	4.3	0.0
2021-22	T	00			State			Yes	Yes	RH	71570	4912	3743	608	259	302	0	76.2	12.4	5.3	6.1	0.0
2021-22	T	00			State			All	All	RI	27969	1757	1361	168	157	70	1	77.5	9.6	8.9	4.0	0.1
2021-22	T	00			State			All	No 	RI	26527	1560	1218	142	140	59	1	78.1	9.1	9.0	3.8	0.1
2021-22	T	00			State			All	Yes	RI	2336	330	239	45	30	16	0	72.4	13.6	9.1	4.8	0.0
2021-22	T	00			State			No 	All	RI	24750	1517	1164	148	145	59	1	76.7	9.8	9.6	3.9	0.1
2021-22	T	00			State			No 	No 	RI	23909	1419	1100	134	128	56	1	77.5	9.4	9.0	3.9	0.1
2021-22	T	00			State			No 	Yes	RI	1533	190	128	29	27	6	0	67.4	15.3	14.2	3.2	0.0
2021-22	T	00			State			Yes	All	RI	3874	325	256	32	24	13	0	78.8	9.8	7.4	4.0	0.0
2021-22	T	00			State			Yes	No 	RI	3067	185	147	13	21	4	0	79.5	7.0	11.4	2.2	0.0
2021-22	T	00			State			Yes	Yes	RI	830	145	113	19	3	10	0	77.9	13.1	2.1	6.9	0.0
2021-22	T	00			State			All	All	RP	25913	1256	1017	89	109	41	0	81.0	7.1	8.7	3.3	0.0
2021-22	T	00			State			All	No 	RP	25089	1204	980	81	104	39	0	81.4	6.7	8.6	3.2	0.0
2021-22	T	00			State			All	Yes	RP	1423	103	77	13	9	4	0	74.8	12.6	8.7	3.9	0.0
2021-22	T	00			State			No 	All	RP	23653	1189	970	78	106	35	0	81.6	6.6	8.9	2.9	0.0
2021-22	T	00			State			No 	No 	RP	23162	1161	946	75	105	35	0	81.5	6.5	9.0	3.0	0.0
2021-22	T	00			State			No 	Yes	RP	936	62	49	7	4	2	0	79.0	11.3	6.5	3.2	0.0
2021-22	T	00			State			Yes	All	RP	2685	117	89	14	7	7	0	76.1	12.0	6.0	6.0	0.0
2021-22	T	00			State			Yes	No 	RP	2202	71	57	8	2	4	0	80.3	11.3	2.8	5.6	0.0
2021-22	T	00			State			Yes	Yes	RP	500	46	32	6	5	3	0	69.6	13.0	10.9	6.5	0.0
2021-22	T	00			State			All	All	RT	258100	6556	4993	584	693	285	1	76.2	8.9	10.6	4.3	0.0
2021-22	T	00			State			All	No 	RT	252960	6127	4714	517	646	249	1	76.9	8.4	10.5	4.1	0.0
2021-22	T	00			State			All	Yes	RT	9157	735	498	93	88	56	0	67.8	12.7	12.0	7.6	0.0
2021-22	T	00			State			No 	All	RT	225760	5884	4528	499	628	228	1	77.0	8.5	10.7	3.9	0.0
2021-22	T	00			State			No 	No 	RT	223167	5689	4388	478	605	217	1	77.1	8.4	10.6	3.8	0.0
2021-22	T	00			State			No 	Yes	RT	4839	391	274	39	52	26	0	70.1	10.0	13.3	6.6	0.0
2021-22	T	00			State			Yes	All	RT	36874	945	656	108	109	72	0	69.4	11.4	11.5	7.6	0.0
2021-22	T	00			State			Yes	No 	RT	32561	592	426	57	67	42	0	72.0	9.6	11.3	7.1	0.0
