Academic Year	Aggregate Level	County Code	District Code	School Code	County Name	District Name	School Name	Charter School	DASS	Reporting Category	Cumulative Enrollment	Homeless Student Enrollment	Temporarily Doubled Up	Temporary Shelters	Hotels/Motels	Temporarily Unsheltered	Missing/Unknown	Temporarily Doubled Up (percent)	Temporary Shelters (percent)	Hotels/Motels (percent)	Temporarily Unsheltered (percent)	Missing/Unknown (percent)
2020-21	T	00			State			All	No 	GR02	441339	17563	15025	974	1008	548	8	85.5	5.5	5.7	3.1	0.0
2020-21	T	00			State			All	Yes	GR02	1876	96	68	12	9	7	0	70.8	12.5	9.4	7.3	0.0
2020-21	T	00			State			No 	All	GR02	396936	16832	14444	905	957	518	8	85.8	5.4	5.7	3.1	0.0
2020-21	T	00			State			No 	No 	GR02	395798	16791	14413	899	953	518	8	85.8	5.4	5.7	3.1	0.0
2020-21	T	00			State			No 	Yes	GR02	1421	67	50	9	6	2	0	74.6	13.4	9.0	3.0	0.0
2020-21	T	00			State			Yes	All	GR02	48636	943	735	98	69	41	0	77.9	10.4	7.3	4.3	0.0
2020-21	T	00			State			Yes	No 	GR02	48202	915	717	96	66	36	0	78.4	10.5	7.2	3.9	0.0
2020-21	T	00			State			Yes	Yes	GR02	455	29	18	3	3	5	0	62.1	10.3	10.3	17.2	0.0
2020-21	T	00			State			All	All	GR03	448983	17943	15386	1032	1016	507	2	85.7	5.8	5.7	2.8	0.0
2020-21	T	00			State			All	No 	GR03	447581	17889	15339	1029	1013	506	2	85.7	5.8	5.7	2.8	0.0
2020-21	T	00			State			All	Yes	GR03	1847	83	65	8	6	4	0	78.3	9.6	7.2	4.8	0.0
2020-21	T	00			State			No 	All	GR03	403451	17167	14768	947	973	477	2	86.0	5.5	5.7	2.8	0.0
2020-21	T	00			State			No 	No 	GR03	402323	17123	14729	944	971	477	2	86.0	5.5	5.7	2.8	0.0
2020-21	T	00			State			No 	Yes	GR03	1371	62	48	7	5	2	0	77.4	11.3	8.1	3.2	0.0
2020-21	T	00			State			Yes	All	GR03	48259	929	739	99	50	41	0	79.5	10.7	5.4	4.4	0.0
2020-21	T	00			State			Yes	No 	GR03	47802	907	721	98	49	39	0	79.5	10.8	5.4	4.3	0.0
2020-21	T	00			State			Yes	Yes	GR03	477	22	18	1	1	2	0	81.8	4.5	4.5	9.1	0.0
2020-21	T	00			State			All	All	GR04	456011	18146	15540	980	1052	572	2	85.6	5.4	5.8	3.2	0.0
2020-21	T	00			State			All	No 	GR04	454553	18075	15492	970	1041	570	2	85.7	5.4	5.8	3.2	0.0
2020-21	T	00			State			All	Yes	GR04	1953	113	78	14	16	5	0	69.0	12.4	14.2	4.4	0.0
2020-21	T	00			State			No 	All	GR04	411603	17417	14984	906	993	532	2	86.0	5.2	5.7	3.1	0.0
2020-21	T	00			State			No 	No 	GR04	410446	17365	14946	898	989	530	2	86.1	5.2	5.7	3.1	0.0
2020-21	T	00			State			No 	Yes	GR04	1436	82	62	10	8	2	0	75.6	12.2	9.8	2.4	0.0
2020-21	T	00			State			Yes	All	GR04	47028	840	634	88	71	47	0	75.5	10.5	8.5	5.6	0.0
2020-21	T	00			State			Yes	No 	GR04	46537	812	620	85	63	44	0	76.4	10.5	7.8	5.4	0.0
2020-21	T	00			State			Yes	Yes	GR04	517	31	16	4	8	3	0	51.6	12.9	25.8	9.7	0.0
2020-21	T	00			State			All	All	GR05	457555	18545	15915	984	1080	562	4	85.8	5.3	5.8	3.0	0.0
2020-21	T	00			State			All	No 	GR05	456150	18481	15866	975	1077	559	4	85.9	5.3	5.8	3.0	0.0
2020-21	T	00			State			All	Yes	GR05	1811	92	68	13	5	6	0	73.9	14.1	5.4	6.5	0.0
2020-21	T	00			State			No 	All	GR05	412832	17812	15336	911	1035	527	3	86.1	5.1	5.8	3.0	0.0
2020-21	T	00			State			No 	No 	GR05	411698	17762	15300	902	1033	524	3	86.1	5.1	5.8	3.0	0.0
2020-21	T	00			State			No 	Yes	GR05	1392	70	48	13	4	5	0	68.6	18.6	5.7	7.1	0.0
2020-21	T	00			State			Yes	All	GR05	47188	865	676	84	61	43	1	78.2	9.7	7.1	5.0	0.1
2020-21	T	00			State			Yes	No 	GR05	46785	843	656	84	60	42	1	77.8	10.0	7.1	5.0	0.1
2020-21	T	00			State			Yes	Yes	GR05	419	22	20	0	1	1	0	90.9	0.0	4.5	4.5	0.0
2020-21	T	00			State			All	All	GR06	448499	17208	14777	949	956	522	4	85.9	5.5	5.6	3.0	0.0
2020-21	T	00			State			All	No 	GR06	446804	17125	14714	942	950	515	4	85.9	5.5	5.5	3.0	0.0
2020-21	T	00			State			All	Yes	GR06	2333	129	98	10	13	8	0	76.0	7.8	10.1	6.2	0.0
2020-21	T	00			State			No 	All	GR06	396252	16330	14086	868	892	480	4	86.3	5.3	5.5	2.9	0.0
2020-21	T	00			State			No 	No 	GR06	395082	16271	14042	862	889	474	4	86.3	5.3	5.5	2.9	0.0
2020-21	T	00			State			No 	Yes	GR06	1519	87	63	9	9	6	0	72.4	10.3	10.3	6.9	0.0
2020-21	T	00			State			Yes	All	GR06	55463	1039	809	108	75	47	0	77.9	10.4	7.2	4.5	0.0
2020-21	T	00			State			Yes	No 	GR06	54705	1004	779	107	72	46	0	77.6	10.7	7.2	4.6	0.0
2020-21	T	00			State			Yes	Yes	GR06	815	42	35	1	4	2	0	83.3	2.4	9.5	4.8	0.0
2020-21	T	00			State			All	All	GR07	467812	16098	13608	920	999	569	2	84.5	5.7	6.2	3.5	0.0
2020-21	T	00			State			All	No 	GR07	465451	15988	13529	908	983	566	2	84.6	5.7	6.1	3.5	0.0
2020-21	T	00			State			All	Yes	GR07	3669	201	147	20	25	9	0	73.1	10.0	12.4	4.5	0.0
2020-21	T	00			State			No 	All	GR07	410992	15210	12920	828	937	524	1	84.9	5.4	6.2	3.4	0.0
2020-21	T	00			State			No 	No 	GR07	409645	15135	12865	824	924	521	1	85.0	5.4	6.1	3.4	0.0
2020-21	T	00			State			No 	Yes	GR07	1850	130	93	11	18	8	0	71.5	8.5	13.8	6.2	0.0
2020-21	T	00			State			Yes	All	GR07	60142	1028	799	99	81	48	1	77.7	9.6	7.9	4.7	0.1
2020-21	T	00			State			Yes	No 	GR07	58425	963	750	91	74	47	1	77.9	9.4	7.7	4.9	0.1
2020-21	T	00			State			Yes	Yes	GR07	1824	71	54	9	7	1	0	76.1	12.7	9.9	1.4	0.0
2020-21	T	00			State			All	All	GR08	474810	16949	14390	936	983	635	5	84.9	5.5	5.8	3.7	0.0
2020-21	T	00			State			All	No 	GR08	471393	16732	14224	919	964	620	5	85.0	5.5	5.8	3.7	0.0
2020-21	T	00			State			All	Yes	GR08	5498	419	319	40	38	22	0	76.1	9.5	9.1	5.3	0.0
2020-21	T	00			State			No 	All	GR08	417547	15967	13617	837	916	592	5	85.3	5.2	5.7	3.7	0.0
2020-21	T	00			State			No 	No 	GR08	415578	15825	13501	826	907	586	5	85.3	5.2	5.7	3.7	0.0
2020-21	T	00			State			No 	Yes	GR08	2852	258	193	29	26	10	0	74.8	11.2	10.1	3.9	0.0
2020-21	T	00			State			Yes	All	GR08	60568	1197	946	114	87	50	0	79.0	9.5	7.3	4.2	0.0
2020-21	T	00			State			Yes	No 	GR08	58027	1037	822	103	75	37	0	79.3	9.9	7.2	3.6	0.0
2020-21	T	00			State			Yes	Yes	GR08	2669	166	129	11	13	13	0	77.7	6.6	7.8	7.8	0.0
2020-21	T	00			State			All	All	GR09	514553	16165	13596	991	1007	571	0	84.1	6.1	6.2	3.5	0.0
2020-21	T	00			State			All	No 	GR09	491087	14896	12618	869	897	512	0	84.7	5.8	6.0	3.4	0.0
2020-21	T	00			State			All	Yes	GR09	31330	1720	1315	182	151	72	0	76.5	10.6	8.8	4.2	0.0
2020-21	T	00			State			No 	All	GR09	448878	14338	12140	837	856	505	0	84.7	5.8	6.0	3.5	0.0
2020-21	T	00			State			No 	No 	GR09	443983	13900	11793	796	827	484	0	84.8	5.7	5.9	3.5	0.0
2020-21	T	00			State			No 	Yes	GR09	6981	652	494	76	54	28	0	75.8	11.7	8.3	4.3	0.0
2020-21	T	00			State			Yes	All	GR09	74803	2253	1782	204	184	83	0	79.1	9.1	8.2	3.7	0.0
2020-21	T	00			State			Yes	No 	GR09	50543	1152	946	89	82	35	0	82.1	7.7	7.1	3.0	0.0
2020-21	T	00			State			Yes	Yes	GR09	24868	1127	856	118	103	50	0	76.0	10.5	9.1	4.4	0.0
2020-21	T	00			State			All	All	GR10	509675	17849	14689	1422	979	756	3	82.3	8.0	5.5	4.2	0.0
2020-21	T	00			State			All	No 	GR10	480092	15580	13158	987	827	605	3	84.5	6.3	5.3	3.9	0.0
2020-21	T	00			State			All	Yes	GR10	43791	3124	2210	506	214	194	0	70.7	16.2	6.9	6.2	0.0
2020-21	T	00			State			No 	All	GR10	442551	15508	13132	962	816	595	3	84.7	6.2	5.3	3.8	0.0
2020-21	T	00			State			No 	No 	GR10	434249	14729	12495	902	771	558	3	84.8	6.1	5.2	3.8	0.0
2020-21	T	00			State			No 	Yes	GR10	13430	1248	980	112	88	68	0	78.5	9.0	7.1	5.4	0.0
2020-21	T	00			State			Yes	All	GR10	77876	2888	2021	488	196	183	0	70.0	16.9	6.8	6.3	0.0
2020-21	T	00			State			Yes	No 	GR10	48484	978	767	92	66	53	0	78.4	9.4	6.7	5.4	0.0
2020-21	T	00			State			Yes	Yes	GR10	31071	1960	1295	399	133	133	0	66.1	20.4	6.8	6.8	0.0
2020-21	T	00			State			All	All	GR11	490415	17199	14521	1058	867	752	1	84.4	6.2	5.0	4.4	0.0
2020-21	T	00			State			All	No 	GR11	457181	14842	12638	900	704	599	1	85.2	6.1	4.7	4.0	0.0
2020-21	T	00			State			All	Yes	GR11	58666	4103	3306	287	278	232	0	80.6	7.0	6.8	5.7	0.0
2020-21	T	00			State			No 	All	GR11	431924	15691	13377	901	774	638	1	85.3	5.7	4.9	4.1	0.0
2020-21	T	00			State			No 	No 	GR11	413057	14075	12049	818	654	553	1	85.6	5.8	4.6	3.9	0.0
2020-21	T	00			State			No 	Yes	GR11	33847	2921	2385	181	208	147	0	81.7	6.2	7.1	5.0	0.0
2020-21	T	00			State			Yes	All	GR11	70185	2127	1642	206	136	143	0	77.2	9.7	6.4	6.7	0.0
2020-21	T	00			State			Yes	No 	GR11	46442	878	676	92	55	55	0	77.0	10.5	6.3	6.3	0.0
2020-21	T	00			State			Yes	Yes	GR11	25897	1314	1015	120	85	94	0	77.2	9.1	6.5	7.2	0.0
2020-21	T	00			State			All	All	GR12	506935	19171	16117	1285	882	885	2	84.1	6.7	4.6	4.6	0.0
2020-21	T	00			State			All	No 	GR12	446508	14700	12568	864	653	614	1	85.5	5.9	4.4	4.2	0.0
2020-21	T	00			State			All	Yes	GR12	83607	6088	4909	523	306	349	1	80.6	8.6	5.0	5.7	0.0
2020-21	T	00			State			No 	All	GR12	447309	17086	14577	981	772	754	2	85.3	5.7	4.5	4.4	0.0
2020-21	T	00			State			No 	No 	GR12	404264	13763	11830	763	600	569	1	86.0	5.5	4.4	4.1	0.0
2020-21	T	00			State			No 	Yes	GR12	57431	4510	3745	289	231	244	1	83.0	6.4	5.1	5.4	0.0
2020-21	T	00			State			Yes	All	GR12	68689	2654	2012	354	134	154	0	75.8	13.3	5.0	5.8	0.0
2020-21	T	00			State			Yes	No 	GR12	43537	1003	790	109	57	47	0	78.8	10.9	5.7	4.7	0.0
2020-21	T	00			State			Yes	Yes	GR12	27375	1723	1277	251	81	114	0	74.1	14.6	4.7	6.6	0.0
2020-21	T	00			State			All	All	GRKN	491346	16355	14183	899	796	477	0	86.7	5.5	4.9	2.9	0.0
2020-21	T	00			State			All	No 	GRKN	489874	16301	14142	893	791	475	0	86.8	5.5	4.9	2.9	0.0
2020-21	T	00			State			All	Yes	GRKN	1896	81	62	10	7	2	0	76.5	12.3	8.6	2.5	0.0
2020-21	T	00			State			No 	All	GRKN	439910	15474	13453	826	745	450	0	86.9	5.3	4.8	2.9	0.0
2020-21	T	00			State			No 	No 	GRKN	438746	15437	13425	821	741	450	0	87.0	5.3	4.8	2.9	0.0
2020-21	T	00			State			No 	Yes	GRKN	1466	54	40	9	5	0	0	74.1	16.7	9.3	0.0	0.0
2020-21	T	00			State			Yes	All	GRKN	54918	1027	852	90	57	28	0	83.0	8.8	5.6	2.7	0.0
2020-21	T	00			State			Yes	No 	GRKN	54501	1002	832	89	55	26	0	83.0	8.9	5.5	2.6	0.0
2020-21	T	00			State			Yes	Yes	GRKN	430	27	22	1	2	2	0	81.5	3.7	7.4	7.4	0.0
2020-21	T	00			State			All	All	GX	1620	93	71	11	5	6	0	76.3	11.8	5.4	6.5	0.0
2020-21	T	00			State			All	No 	GX	1454	74	58	7	5	4	0	78.4	9.5	6.8	5.4	0.0
2020-21	T	00			State			All	Yes	GX	253	26	20	4	0	2	0	76.9	15.4	0.0	7.7	0.0
2020-21	T	00			State			No 	All	GX	1232	81	60	11	5	5	0	74.1	13.6	6.2	6.2	0.0
2020-21	T	00			State			No 	No 	GX	1171	70	54	7	5	4	0	77.1	10.0	7.1	5.7	0.0
2020-21	T	00			State			No 	Yes	GX	95	18	13	4	0	1	0	72.2	22.2	0.0	5.6	0.0
2020-21	T	00			State			Yes	All	GX	427	16	13	1	0	2	0	81.3	6.3	0.0	12.5	0.0
2020-21	T	00			State			Yes	No 	GX	274	7	*	*	*	*	*	*	*	*	*	*
2020-21	T	00			State			Yes	Yes	GX	159	9	*	*	*	*	*	*	*	*	*	*
2020-21	T	00			State			All	All	HUYN	6147253	220789	188094	12911	12394	7356	34	85.2	5.8	5.6	3.3	0.0
2020-21	T	00			State			All	No 	HUYN	5984600	210652	180287	11825	11693	6814	33	85.6	5.6	5.6	3.2	0.0
2020-21	T	00			State			All	Yes	HUYN	240067	14806	11602	1434	1035	734	1	78.4	9.7	7.0	5.0	0.0
2020-21	T	00			State			No 	All	HUYN	5452126	206094	176844	11201	11409	6608	32	85.8	5.4	5.5	3.2	0.0
2020-21	T	00			State			No 	No 	HUYN	5365751	200246	171964	10851	11025	6375	31	85.9	5.4	5.5	3.2	0.0
2020-21	T	00			State			No 	Yes	HUYN	126326	8910	7324	596	630	359	1	82.2	6.7	7.1	4.0	0.0
2020-21	T	00			State			Yes	All	HUYN	762790	17980	13880	2000	1217	881	2	77.2	11.1	6.8	4.9	0.0
2020-21	T	00			State			Yes	No 	HUYN	652589	11961	9525	1140	795	499	2	79.6	9.5	6.6	4.2	0.0
2020-21	T	00			State			Yes	Yes	HUYN	117278	6238	4528	876	435	399	0	72.6	14.0	7.0	6.4	0.0
2020-21	T	00			State			All	All	HUYY	6147253	5486	4291	537	145	511	2	78.2	9.8	2.6	9.3	0.0
2020-21	T	00			State			All	No 	HUYY	5984600	4490	3579	408	119	382	2	79.7	9.1	2.7	8.5	0.0
2020-21	T	00			State			All	Yes	HUYY	240067	1528	1103	203	41	181	0	72.2	13.3	2.7	11.8	0.0
2020-21	T	00			State			No 	All	HUYY	5452126	4921	3899	442	117	461	2	79.2	9.0	2.4	9.4	0.0
2020-21	T	00			State			No 	No 	HUYY	5365751	4064	3297	330	92	343	2	81.1	8.1	2.3	8.4	0.0
2020-21	T	00			State			No 	Yes	HUYY	126326	1298	925	169	38	166	0	71.3	13.0	2.9	12.8	0.0
2020-21	T	00			State			Yes	All	HUYY	762790	798	565	126	40	67	0	70.8	15.8	5.0	8.4	0.0
2020-21	T	00			State			Yes	No 	HUYY	652589	504	338	87	33	46	0	67.1	17.3	6.5	9.1	0.0
2020-21	T	00			State			Yes	Yes	HUYY	117278	314	239	44	8	23	0	76.1	14.0	2.5	7.3	0.0
2020-21	T	00			State			All	All	RA	582914	6198	4964	457	660	117	0	80.1	7.4	10.6	1.9	0.0
2020-21	T	00			State			All	No 	RA	578280	6095	4884	444	654	113	0	80.1	7.3	10.7	1.9	0.0
2020-21	T	00			State			All	Yes	RA	8756	173	135	19	10	9	0	78.0	11.0	5.8	5.2	0.0
2020-21	T	00			State			No 	All	RA	548456	5987	4803	428	646	110	0	80.2	7.1	10.8	1.8	0.0
2020-21	T	00			State			No 	No 	RA	546015	5934	4755	426	643	110	0	80.1	7.2	10.8	1.9	0.0
2020-21	T	00			State			No 	Yes	RA	3337	85	75	5	4	1	0	88.2	5.9	4.7	1.2	0.0
2020-21	T	00			State			Yes	All	RA	38725	270	206	35	18	11	0	76.3	13.0	6.7	4.1	0.0
2020-21	T	00			State			Yes	No 	RA	33627	178	143	20	12	3	0	80.3	11.2	6.7	1.7	0.0
2020-21	T	00			State			Yes	Yes	RA	5323	93	64	15	6	8	0	68.8	16.1	6.5	8.6	0.0
2020-21	T	00			State			All	All	RB	324420	18105	12928	1979	2484	713	1	71.4	10.9	13.7	3.9	0.0
2020-21	T	00			State			All	No 	RB	309224	16777	12098	1719	2343	616	1	72.1	10.2	14.0	3.7	0.0
2020-21	T	00			State			All	Yes	RB	21012	1891	1218	329	223	121	0	64.4	17.4	11.8	6.4	0.0
2020-21	T	00			State			No 	All	RB	273392	16260	11772	1664	2223	600	1	72.4	10.2	13.7	3.7	0.0
2020-21	T	00			State			No 	No 	RB	265965	15625	11325	1572	2160	567	1	72.5	10.1	13.8	3.6	0.0
2020-21	T	00			State			No 	Yes	RB	10751	1018	703	145	122	48	0	69.1	14.2	12.0	4.7	0.0
2020-21	T	00			State			Yes	All	RB	56048	2252	1429	375	312	136	0	63.5	16.7	13.9	6.0	0.0
2020-21	T	00			State			Yes	No 	RB	45954	1356	902	184	207	63	0	66.5	13.6	15.3	4.6	0.0
2020-21	T	00			State			Yes	Yes	RB	10695	930	547	196	110	77	0	58.8	21.1	11.8	8.3	0.0
2020-21	T	00			State			All	All	RD	51236	1584	1220	151	126	84	3	77.0	9.5	8.0	5.3	0.2
2020-21	T	00			State			All	No 	RD	49324	1468	1134	139	122	70	3	77.2	9.5	8.3	4.8	0.2
2020-21	T	00			State			All	Yes	RD	2789	167	124	17	7	19	0	74.3	10.2	4.2	11.4	0.0
2020-21	T	00			State			No 	All	RD	41402	1406	1089	136	111	67	3	77.5	9.7	7.9	4.8	0.2
2020-21	T	00			State			No 	No 	RD	40542	1344	1042	128	110	61	3	77.5	9.5	8.2	4.5	0.2
2020-21	T	00			State			No 	Yes	RD	1225	92	69	11	3	9	0	75.0	12.0	3.3	9.8	0.0
2020-21	T	00			State			Yes	All	RD	11326	228	174	20	16	18	0	76.3	8.8	7.0	7.9	0.0
2020-21	T	00			State			Yes	No 	RD	9190	148	110	15	13	10	0	74.3	10.1	8.8	6.8	0.0
2020-21	T	00			State			Yes	Yes	RD	2370	91	72	6	3	10	0	79.1	6.6	3.3	11.0	0.0
2020-21	T	00			State			All	All	RF	144179	2888	2671	90	70	57	0	92.5	3.1	2.4	2.0	0.0
2020-21	T	00			State			All	No 	RF	142667	2821	2615	87	66	53	0	92.7	3.1	2.3	1.9	0.0
2020-21	T	00			State			All	Yes	RF	2643	122	109	4	4	5	0	89.3	3.3	3.3	4.1	0.0
2020-21	T	00			State			No 	All	RF	133166	2800	2593	87	65	55	0	92.6	3.1	2.3	2.0	0.0
2020-21	T	00			State			No 	No 	RF	132061	2757	2558	84	63	52	0	92.8	3.0	2.3	1.9	0.0
2020-21	T	00			State			No 	Yes	RF	1515	79	70	3	2	4	0	88.6	3.8	2.5	5.1	0.0
2020-21	T	00			State			Yes	All	RF	12016	116	105	4	5	2	0	90.5	3.4	4.3	1.7	0.0
2020-21	T	00			State			Yes	No 	RF	11004	73	66	3	3	1	0	90.4	4.1	4.1	1.4	0.0
2020-21	T	00			State			Yes	Yes	RF	1131	44	40	1	2	1	0	90.9	2.3	4.5	2.3	0.0
2020-21	T	00			State			All	All	RH	3394086	163832	144239	7820	6374	5376	23	88.0	4.8	3.9	3.3	0.0
2020-21	T	00			State			All	No 	RH	3288529	156363	138213	7167	5972	4988	23	88.4	4.6	3.8	3.2	0.0
2020-21	T	00			State			All	Yes	RH	150406	10919	8941	890	565	523	0	81.9	8.2	5.2	4.8	0.0
2020-21	T	00			State			No 	All	RH	3028483	154037	136296	6839	5914	4965	23	88.5	4.4	3.8	3.2	0.0
2020-21	T	00			State			No 	No 	RH	2971750	149327	132276	6596	5675	4757	23	88.6	4.4	3.8	3.2	0.0
2020-21	T	00			State			No 	Yes	RH	82782	6976	5906	416	353	301	0	84.7	6.0	5.1	4.3	0.0
2020-21	T	00			State			Yes	All	RH	397377	11986	9765	1136	590	495	0	81.5	9.5	4.9	4.1	0.0
2020-21	T	00			State			Yes	No 	RH	332071	7953	6671	647	370	265	0	83.9	8.1	4.7	3.3	0.0
2020-21	T	00			State			Yes	Yes	RH	69792	4200	3229	501	229	241	0	76.9	11.9	5.5	5.7	0.0
2020-21	T	00			State			All	All	RI	29110	1900	1442	153	237	67	1	75.9	8.1	12.5	3.5	0.1
2020-21	T	00			State			All	No 	RI	27611	1754	1332	138	224	59	1	75.9	7.9	12.8	3.4	0.1
2020-21	T	00			State			All	Yes	RI	2094	236	170	25	30	11	0	72.0	10.6	12.7	4.7	0.0
2020-21	T	00			State			No 	All	RI	25760	1709	1295	132	221	60	1	75.8	7.7	12.9	3.5	0.1
2020-21	T	00			State			No 	No 	RI	24880	1615	1224	123	211	56	1	75.8	7.6	13.1	3.5	0.1
2020-21	T	00			State			No 	Yes	RI	1313	170	121	16	26	7	0	71.2	9.4	15.3	4.1	0.0
2020-21	T	00			State			Yes	All	RI	3792	231	179	27	16	9	0	77.5	11.7	6.9	3.9	0.0
2020-21	T	00			State			Yes	No 	RI	3031	164	129	18	12	5	0	78.7	11.0	7.3	3.0	0.0
2020-21	T	00			State			Yes	Yes	RI	792	68	51	9	4	4	0	75.0	13.2	5.9	5.9	0.0
2020-21	T	00			State			All	All	RP	26849	1317	1086	83	110	38	0	82.5	6.3	8.4	2.9	0.0
2020-21	T	00			State			All	No 	RP	26085	1266	1053	76	105	32	0	83.2	6.0	8.3	2.5	0.0
2020-21	T	00			State			All	Yes	RP	1107	88	65	7	9	7	0	73.9	8.0	10.2	8.0	0.0
2020-21	T	00			State			No 	All	RP	24537	1247	1033	74	104	36	0	82.8	5.9	8.3	2.9	0.0
2020-21	T	00			State			No 	No 	RP	24085	1222	1016	72	102	32	0	83.1	5.9	8.3	2.6	0.0
2020-21	T	00			State			No 	Yes	RP	689	50	41	2	2	5	0	82.0	4.0	4.0	10.0	0.0
2020-21	T	00			State			Yes	All	RP	2595	97	75	11	9	2	0	77.3	11.3	9.3	2.1	0.0
2020-21	T	00			State			Yes	No 	RP	2178	58	50	6	2	0	0	86.2	10.3	3.4	0.0	0.0
2020-21	T	00			State			Yes	Yes	RP	432	39	25	5	7	2	0	64.1	12.8	17.9	5.1	0.0
2020-21	T	00			State			All	All	RT	254350	6593	5107	598	602	285	1	77.5	9.1	9.1	4.3	0.0
2020-21	T	00			State			All	No 	RT	249268	6173	4821	542	561	248	1	78.1	8.8	9.1	4.0	0.0
2020-21	T	00			State			All	Yes	RT	7748	577	403	72	52	50	0	69.8	12.5	9.0	8.7	0.0
2020-21	T	00			State			No 	All	RT	221538	5916	4641	515	525	234	1	78.4	8.7	8.9	4.0	0.0
2020-21	T	00			State			No 	No 	RT	219284	5716	4494	494	510	217	1	78.6	8.6	8.9	3.8	0.0
2020-21	T	00			State			No 	Yes	RT	3418	308	220	35	23	30	0	71.4	11.4	7.5	9.7	0.0
2020-21	T	00			State			Yes	All	RT	36071	829	588	92	90	59	0	70.9	11.1	10.9	7.1	0.0
2020-21	T	00			State			Yes	No 	RT	31800	546	395	54	60	37	0	72.3	9.9	11.0	6.8	0.0
2020-21	T	00			State			Yes	Yes	RT	4468	288	198	38	30	22	0	68.8	13.2	10.4	7.6	0.0
2020-21	T	00			State			All	All	RW	1340109	23858	18728	2117	1876	1130	7	78.5	8.9	7.9	4.7	0.0
2020-21	T	00			State			All	No 	RW	1313612	22425	17716	1921	1765	1017	6	79.0	8.6	7.9	4.5	0.0
2020-21	T	00			State			All	Yes	RW	43512	2161	1540	274	176	170	1	71.3	12.7	8.1	7.9	0.0
